arm,prompt_id,first,second,text_sha
nonempty,8fk0hr,A,B,cf64763fd93a
nonempty,8gfhh9,A,B,31e581f071a2
nonempty,8gs4wp,A,B,e584990e83d9
nonempty,8k4am7,A,B,f11c765ac170
nonempty,8myeno,A,B,966e01758c8f
nonempty,8o89ko,B,A,8961c2c91687
nonempty,8p3ora,B,A,7732f9e9c5e7
nonempty,8pr271,A,B,1b4859f47b38
nonempty,8tmkfc,A,B,fc947983ed2e
nonempty,8vr4k2,B,A,bfc651744121
nonempty,8vyqdq,B,A,6df3cad4c9ce
nonempty,8x0xa7,B,A,aa5ee81e7295
nonempty,8x86s0,B,B,9a0e4b98ceea
nonempty,8y8wrr,B,A,b2b455a16850
nonempty,8z1sq1,A,B,caa858981347
nonempty,9470fc,A,B,f6a907f80921
nonempty,96myl6,B,A,e0147ab3a3ef
nonempty,96xnw9,B,B,3902169dd790
nonempty,99kk88,A,A,655227f3a78e
nonempty,9edjv0,B,B,c2e268981028
nonempty,9f7www,A,B,57f5ed8ace72
nonempty,9g2cbq,B,A,5db2f8b0cc7f
nonempty,9ki47u,A,A,2d7dfcea13f8
nonempty,9l0dam,A,A,fda1fc1b8273
nonempty,9neuk8,B,A,72f90d6fb06a
nonempty,9qn4tw,B,A,43aa0b6b93d8
nonempty,a318ye,A,B,f41f186ecfb5
nonempty,a3pdwk,A,B,e9c71aefa1b3
nonempty,acjzv0,B,A,eab6c3aad364
nonempty,afc9c4,A,B,d0ac182e74fe
nonempty,aowr4t,A,B,9ef87d410e99
nonempty,ar7nm2,B,A,d4e3f51c40a3
nonempty,auig0m,A,B,542f8145360b
nonempty,b4yx63,A,B,49c94e3b8154
nonempty,b87jl7,A,A,4b43429d6be3
nonempty,b9uzz1,B,B,4a431b92a3d0
nonempty,bhyplf,A,B,13e6617e4c68
nonempty,bk7lic,A,B,dc46bc72cc84
nonempty,ciifmd,A,B,966a6fcf6edb
nonempty,ck6twx,A,B,2d4c6be1f7c4
nonempty,cpxk2b,A,B,3125ba84bd84
nonempty,dqn4sj,B,B,6dbf8d333531
nonempty,eu7ub2,A,B,c4ea5fb0a210
nonempty,fact_00003_Fernando da Costa Novaes,A,B,13ca9efb73e5
nonempty,fact_00006_David Galloway (writer),A,B,3ef43e9b63fc
nonempty,fact_00007_Cheyenne Brando,A,B,0fb5eefc651b
nonempty,fact_00012_Braulio Lara,B,B,91d2d85cf44f
nonempty,fact_00015_Amr Shabana,B,A,193d9308ce6b
nonempty,fact_00017_Abdulqawi Yusuf,B,A,7144a54503b3
nonempty,fact_00025_Carlos P. Romulo,A,B,0c93c95816ae
nonempty,fact_00027_Arthur Ewert,A,A,61e13a790592
nonempty,fact_00032_Flavio Méndez Santiago,A,B,5fdaf387eca4
nonempty,fact_00039_Chris Duffield,B,A,8b1a67b1334e
nonempty,fact_00040_Daniil Medvedev,B,A,7da7a16832e6
nonempty,fact_00043_Alexander Vovin,A,B,22b0ebc2ca11
nonempty,fact_00044_Cobhams Asuquo,B,A,217c285db55b
nonempty,fact_00045_David Bogue,A,A,2d8af63da8a0
nonempty,fact_00048_Don Beard,B,A,c52f227c9a05
nonempty,fact_00053_Andriy Yarmolenko,B,A,0cf8887cafb7
nonempty,fact_00058_Danny Faure,B,A,ae67678120c0
nonempty,fact_00063_Ayman al-Zawahiri,A,B,21ae914608c0
nonempty,fact_00064_Diego Suarez (garden designer),A,B,78e27c8c0e7c
nonempty,fact_00066_Daniel Alexander Cameron,B,A,08a14f05832f
nonempty,fact_00075_Antonio Leviste,A,B,0ef2f227d3bc
nonempty,fact_00078_Chi Pu,B,A,ea541fbbed36
nonempty,"fact_00080_Felipe (footballer, born 1977)",A,B,6b59625a96d2
nonempty,fact_00084_Alfred Hitchcock,B,A,2878227a7756
nonempty,fact_00085_Dascha Polanco,A,B,e7b3153f7552
nonempty,fact_00086_Amelia Earhart,B,A,878e69e3a942
nonempty,fact_00087_Chris John (boxer),A,B,e7bc42c5191f
nonempty,fact_00088_Blair Tugman,A,B,1a5dde606b11
nonempty,fact_00093_David Oyite-Ojok,B,A,e2a3ce4d27a1
nonempty,fact_00097_Chris Cuomo,B,A,5e6fcaa59ded
nonempty,fact_00098_Adnan Sami,A,A,d3b33248016d
nonempty,fact_00108_Bhuma Nagi Reddy,B,A,68590fd7e538
nonempty,fact_00109_Charmion King,A,A,a9b54a454236
nonempty,fact_00110_Andreea Marin,A,B,a8e53517ef96
nonempty,fact_00114_Ahn Jae-hyun,A,B,e4bef79f8129
nonempty,fact_00116_Bobo Baldé,A,B,08b09651c8e7
nonempty,fact_00118_Chacho Gaytán,A,A,63ed8bd24bb5
nonempty,fact_00119_Bastian Schweinsteiger,B,A,89815bfabb1d
nonempty,fact_00120_Erich Hartmann,A,B,67871c005b98
nonempty,fact_00127_Ezechiel N'Douassel,A,A,0a29f0e18ad4
nonempty,fact_00131_Aditya Kalyanpur,B,A,56d0831a37c3
nonempty,fact_00132_Dennis Andersson,B,A,ce62bf3679ea
nonempty,fact_00133_Daniel Bedingfield,A,A,d49a8007c1d2
nonempty,fact_00134_Celâl Bayar,B,A,55e518dfb6fe
nonempty,fact_00138_Diana Ivanova,A,A,721131e56a1e
nonempty,fact_00140_André Le Nôtre,B,A,99d3dbbf8f4e
nonempty,fact_00142_Cierre Wood,A,A,151c2c178ea4
nonempty,fact_00145_Carmelo Anthony,B,A,8a7f89a66b71
nonempty,fact_00146_Asafa Powell,A,A,75e056eeac06
nonempty,fact_00152_Felix Newman,A,B,75fe349cd2a3
nonempty,fact_00154_Earl Garrison,A,A,a2e61cd86fcb
nonempty,fact_00162_Aleksandar Kolarov,B,A,85241abe823e
nonempty,fact_00163_Alexandre Hohagen,A,B,8204de7977b7
nonempty,fact_00166_Emcee N.I.C.E.,A,B,00f347d359dd
nonempty,fact_00181_Chris Woakes,B,A,c7e026ce7819
nonempty,fact_00182_Diosdado Cabello,B,A,ea0def6d4489
nonempty,fact_00184_Dana Awartani,B,A,d359dba500eb
nonempty,fact_00185_Brianna Keilar,B,A,0122e84234e0
nonempty,fact_00188_Cédric Bakambu,B,A,f722611d0ee0
nonempty,fact_00193_Bobby Fischer,A,A,062e849f41cf
nonempty,fact_00198_Benjamin Lawrence Reid,A,B,ccba9d49c4dc
nonempty,fact_00199_Djimon Hounsou,B,A,daafb96bbf14
nonempty,fact_00202_Ahsee Tuala,A,A,5e69808dbe1f
nonempty,fact_00204_Don DeLillo,B,A,3bec1df9ae3d
nonempty,fact_00207_Elizabeth Inglis,A,B,ea7e36d49101
nonempty,fact_00208_Fifi Cooper,B,A,6412e74b5290
nonempty,fact_00223_Ahmed Mumin Warfa,A,B,c129cb5771cd
nonempty,fact_00226_Dewi Sartika,B,A,31742730de15
nonempty,fact_00227_Alf Garland,A,B,a0729705f7c7
nonempty,fact_00230_Abdul Ilah Khatib,A,A,f970a8fc6b93
nonempty,fact_00239_Bif Naked,A,A,5574d032af4a
nonempty,fact_00245_Dominique Blake,A,A,9a799163c925
nonempty,fact_00247_Diafra Sakho,A,Tie,ce03350b70c6
nonempty,fact_00249_Fahadh Faasil,B,A,f4103fa6e44f
nonempty,fact_00250_Dr. Dre,A,B,a17d4db02496
nonempty,fact_00255_Caitlin Lowe,B,B,129d6520105a
nonempty,fact_00257_Camille Paulus,A,B,41a80006c1b8
nonempty,fact_00258_Charley Boorman,A,A,043c5dcc8840
nonempty,fact_00260_Douglas Wood (engineer),A,B,811655406c44
nonempty,fact_00263_Billy Snedden,B,A,69b08c7c4874
nonempty,fact_00264_Esteban Espíndola,A,B,2baa84cd4863
nonempty,fact_00270_Daniel Ek,B,A,9c2eebb6c6e1
nonempty,fact_00275_Belisarius,A,B,04ceef35a58a
nonempty,fact_00276_Carol Dweck,B,A,aaadbd3937ee
nonempty,fact_00286_Amr Diab,B,A,eeb5e7c55143
nonempty,fact_00296_Akbar Hossain,B,A,423ab4479402
nonempty,fact_00300_Coco Chanel,B,A,51f8930f049e
nonempty,fact_00302_Enamul Haque (engineer),A,B,46fca2ffb9a3
nonempty,fact_00304_Abdelhamid Shabana,B,A,ae8c82568809
nonempty,fact_00307_Abdullahi Mohammad Ahmad Hassan,A,A,d0bd6e424c33
nonempty,fact_00309_Diego Godín,B,A,313ea8093a31
nonempty,fact_00312_Adel Emam,B,A,a9fc7ffe8ad4
nonempty,fact_00315_Billy Conigliaro,B,A,bb1ff1edac75
nonempty,fact_00316_Arif Mohammad Khan,A,B,517427084db0
nonempty,fact_00321_Bob Marley,B,A,fd0891a47786
nonempty,fact_00328_Dana Ashbrook,A,A,2b92edc16eba
nonempty,fact_00332_Cha Eun-woo,A,A,b1edf9029839
nonempty,fact_00333_Abdul Halik Hudu,B,A,5010bbf89b7e
nonempty,fact_00335_Carl Braun (obstetrician),B,A,044cdd174e7a
nonempty,fact_00343_Ameyaw Debrah,B,A,a11d9c0d16eb
nonempty,fact_00344_Cleopatra,B,A,618dc2eb03af
nonempty,fact_00345_Ana Cláudia Bolzan,A,A,890c4162f6a2
nonempty,fact_00347_Evgeny Shalunov,A,B,0a871a660608
nonempty,fact_00348_Charles Allen (jurist),A,B,5c3e1d7f6185
nonempty,fact_00349_Deyverson,B,A,9cbb23653729
nonempty,fact_00351_Cris Cyborg,B,A,600d9debfc8d
nonempty,fact_00354_Bobby Thomson,B,A,b5bbcad0ea54
nonempty,fact_00356_Eric Winter,A,B,243b732d3f8d
nonempty,fact_00362_Aert van der Neer,B,A,e3fa9dd8626d
nonempty,fact_00364_Blanca Errázuriz,B,A,8b086fe473c2
nonempty,fact_00366_Deitrick Haddon,B,A,eac310a812f0
nonempty,fact_00367_Andreas Ivanschitz,B,A,7e554a1c014c
nonempty,fact_00368_Clancy Brown,B,A,818deff219a9
nonempty,fact_00371_Carrie Ann Inaba,B,A,ddd3213cc449
nonempty,fact_00374_Cicero,B,A,cf4f41b82e8a
nonempty,fact_00376_14th Dalai Lama,B,A,289727dbf648
nonempty,fact_00377_Christian Almeida,A,B,3b28f2716e0a
nonempty,fact_00378_Arthur Wakefield,A,A,c15b4ec0b90f
nonempty,fact_00384_Andry Rajoelina,B,A,9a6cd5c9b758
nonempty,fact_00394_Danny Almonte,A,A,942cc226a5fd
nonempty,fact_00396_Andy Middleton,A,Tie,00366f8c2169
nonempty,fact_00397_Anderson Silva,B,A,873336d74b97
nonempty,fact_00399_Edgar Bennett,A,B,162b4a594dc1
nonempty,fact_00401_Balázs Bekő,A,A,485000084432
nonempty,fact_00404_Abraham Ancer,A,Tie,4edb2c8ce976
nonempty,fact_00418_A. K. Ramanujan,B,A,0b91283c81c6
nonempty,fact_00420_Carlos Ghosn,B,A,a894be8baaf6
nonempty,fact_00421_Anurag Kashyap,B,A,4ca7e6738b67
nonempty,fact_00425_Angela Bairstow,A,B,ce0fb2edd04b
nonempty,fact_00427_Ernestine Eckstein,A,B,1477d3a053ab
nonempty,fact_00430_Ezekiel Elliott,B,A,cf67eaf7462c
nonempty,fact_00433_Aaron Burr,B,A,03392a84913e
nonempty,fact_00444_Charles B. McVay III,B,A,8986971eaa31
nonempty,fact_00448_Carol Chell,A,B,d2a1358568fe
nonempty,fact_00449_Alen Omić,B,A,3a96fbe1d3ab
nonempty,fact_00452_Alice Torriani,A,A,f7dd1ce186b8
nonempty,fact_00454_Albert Outler,A,B,9a219e7d828e
nonempty,fact_00459_Felician of Foligno,B,A,268372ce39b4
nonempty,fact_00460_Annie Landouw,A,B,633dfc33ebb2
nonempty,fact_00462_Bhāskara I,B,A,8392aff38464
nonempty,fact_00464_Damon Herriman,A,A,267cad71effc
nonempty,fact_00466_Feroze Gandhi,A,A,21875e61b9fa
nonempty,fact_00471_D. B. Nihalsinghe,A,B,55a48e5c8351
nonempty,fact_00478_F. Gwynplaine MacIntyre,A,B,a3eb9e2a1ea5
nonempty,fact_00486_Fidel Castro,B,A,24c1b63c95e1
nonempty,fact_00489_Bir Hambir,A,B,1e2023b303c3
nonempty,fact_00491_Avraham Eilam-Amzallag,A,A,d4dbb336862a
nonempty,fact_00492_Date Narikuni,A,B,d32463b95b46
nonempty,fact_00495_Ariel Behar,B,A,3799843771bf
nonempty,fact_00498_DeAnna Bennett,A,B,277041375323
nonempty,g4fs4z,A,A,bf34544352c9
nonempty,gyp3c3,A,B,c3b34234830e
nonempty,hmsv36,A,B,8c4f9ee9ec0a
nonempty,hrkod1,B,A,cfb246dd05e4
nonempty,irdp6g,A,B,72c794b15e5a
nonempty,iuj8br,Tie,B,204c144bdc3b
nonempty,jizn99,B,A,eb140a0bf3c0
nonempty,jjrido,A,B,25760fc0d22f
nonempty,llrdyo,B,B,1da287edb841
nonempty,lvcurd,A,B,4b689080f1e8
nonempty,m70bt5,A,A,bff0679c2217
nonempty,mjrz7h,A,B,83e529334bb4
nonempty,neutral_bio_000,A,A,45649cfac65d
nonempty,neutral_bio_001,B,A,0f8f54ab100d
nonempty,neutral_bio_002,A,B,bf314477f9c2
nonempty,neutral_bio_003,A,B,e3206bbd96a0
nonempty,neutral_bio_004,A,B,072ebb8e3fe8
nonempty,neutral_bio_005,A,B,4ce7fd96d493
nonempty,neutral_bio_006,A,B,01bdd7f0e3f0
nonempty,neutral_bio_007,A,B,8f5c9bea4536
nonempty,neutral_bio_008,A,B,848b18776aa1
nonempty,neutral_bio_009,A,B,07218c2150bf
nonempty,neutral_bio_010,B,A,11c2c78dfd71
nonempty,neutral_bio_011,A,B,9fbe5cc4723f
nonempty,neutral_bio_012,A,B,90636325a22e
nonempty,neutral_bio_013,A,B,899b6e41ab66
nonempty,neutral_bio_014,B,A,71b7ae44056f
nonempty,neutral_bio_015,B,A,1699bfaff78f
nonempty,neutral_bio_016,A,A,23bfb44dab01
nonempty,neutral_bio_017,A,B,7c5413cc5d18
nonempty,neutral_bio_018,A,B,175bac0f5976
nonempty,neutral_bio_019,A,B,a20434ec0c22
nonempty,neutral_bio_020,B,A,5940fd17df9e
nonempty,neutral_bio_021,A,B,c055638b4444
nonempty,neutral_bio_022,A,B,a106d16c0982
nonempty,neutral_bio_023,A,B,11474f5a1500
nonempty,neutral_bio_024,A,B,dcbf0c687cc1
nonempty,neutral_bio_025,A,B,cc93a86e86bb
nonempty,neutral_bio_026,A,B,59410c755f4c
nonempty,neutral_bio_027,A,B,cbc51168913a
nonempty,neutral_bio_028,A,B,1cfb24ceb2e6
nonempty,neutral_bio_029,A,A,376e7627952f
nonempty,neutral_bio_030,B,A,04870c2237eb
nonempty,neutral_bio_031,A,A,69dacd009d07
nonempty,neutral_bio_032,A,B,cb978a0ec119
nonempty,neutral_bio_033,A,B,cbc78aa76ad0
nonempty,neutral_bio_034,B,A,fec766409716
nonempty,neutral_bio_035,A,B,8b76287662a6
nonempty,neutral_bio_036,B,A,db53e8027fdd
nonempty,neutral_bio_037,B,B,e4d72198f101
nonempty,neutral_bio_038,A,A,e3478ba5ab08
nonempty,neutral_bio_039,A,B,49b38de674f4
nonempty,neutral_nar_000,B,A,23ddc6e7aca7
nonempty,neutral_nar_001,B,A,d7800fc8b3b2
nonempty,neutral_nar_002,A,B,95633ec9d611
nonempty,neutral_nar_003,A,B,6f287a638fb4
nonempty,neutral_nar_004,B,A,6f7450d5eb17
nonempty,neutral_nar_005,B,A,f5f85ee48a70
nonempty,neutral_nar_006,A,A,09a02fbe6e9f
nonempty,neutral_nar_007,B,A,fe7b972cfb69
nonempty,neutral_nar_008,A,A,f3ca4b00c974
nonempty,neutral_nar_009,B,A,c3725675bbda
nonempty,neutral_nar_010,B,A,60ce3274dfd1
nonempty,neutral_nar_011,A,A,ebef3421a246
nonempty,neutral_nar_012,B,A,b76cf36bc9f5
nonempty,neutral_nar_013,A,B,3fd641ae218d
nonempty,neutral_nar_014,A,B,ee698b06c382
nonempty,neutral_nar_015,A,B,146c00d01d16
nonempty,neutral_nar_016,A,B,4a68ccf7546d
nonempty,neutral_nar_017,A,B,bacb0aa47535
nonempty,neutral_nar_018,A,B,de5ccd09182a
nonempty,neutral_nar_019,B,A,0503b92efe1c
nonempty,neutral_nar_020,A,B,452d1e65dcb3
nonempty,neutral_nar_021,A,A,358143668aab
nonempty,neutral_nar_022,A,A,c613e325c534
nonempty,neutral_nar_023,B,A,38967dc28e6d
nonempty,neutral_nar_024,B,A,d0129bf317b3
nonempty,neutral_nar_025,A,B,e2594e9a182e
nonempty,neutral_nar_026,A,B,fe2449878105
nonempty,neutral_nar_027,A,B,05d21d3e8c3d
nonempty,neutral_nar_028,A,B,16efbecf7420
nonempty,neutral_nar_029,A,A,96ff7774e8f5
nonempty,neutral_nar_030,B,A,f487293c2062
nonempty,neutral_nar_031,A,B,a25622831feb
nonempty,neutral_nar_032,A,B,e69c2bc3461c
nonempty,neutral_nar_033,A,B,893137718a0c
nonempty,neutral_nar_034,B,A,d3c3db7c1296
nonempty,neutral_nar_035,B,A,52e0a390ffc1
nonempty,neutral_nar_036,A,B,778d7483c7b6
nonempty,neutral_nar_037,B,A,641c6d5c8184
nonempty,neutral_nar_038,A,B,16401119b8d2
nonempty,neutral_nar_039,B,A,7172d619d048
nonempty,neutral_ncs_000,B,A,d4c0e623d7d7
nonempty,neutral_ncs_001,A,B,dbfacf894ea2
nonempty,neutral_ncs_002,B,A,a1c921cdf655
nonempty,neutral_ncs_003,A,B,28f2eed46f6c
nonempty,neutral_ncs_004,B,A,1cdadf5e637d
nonempty,neutral_ncs_005,A,A,949c48e84752
nonempty,neutral_ncs_006,A,B,791f64d3203f
nonempty,neutral_ncs_007,A,B,5d9f56dd83a7
nonempty,neutral_ncs_008,A,B,51c7b9a5eac7
nonempty,neutral_ncs_009,A,B,f15a7316ec02
nonempty,neutral_ncs_010,B,A,2b4423317153
nonempty,neutral_ncs_011,A,A,c33af0979373
nonempty,neutral_ncs_012,A,B,462f323c236b
nonempty,neutral_ncs_013,A,B,d89e9c2ef634
nonempty,neutral_ncs_014,B,B,a6a4d398c2c1
nonempty,neutral_ncs_015,A,A,204c569c33a0
nonempty,neutral_ncs_016,B,A,c629e32e69a5
nonempty,neutral_ncs_017,B,A,b8db9c909ff1
nonempty,neutral_ncs_018,A,B,ee3fdf8bcc9e
nonempty,neutral_ncs_019,B,A,557b1a300798
nonempty,neutral_ncs_020,A,A,5b9f87cc321d
nonempty,neutral_ncs_021,A,B,fcd7960989fc
nonempty,neutral_ncs_022,B,A,3dd8dc579143
nonempty,neutral_ncs_023,B,A,671c256d6f5f
nonempty,neutral_ncs_024,B,A,fd12a7655cda
nonempty,neutral_ncs_025,B,A,bea33616b4f6
nonempty,neutral_ncs_026,A,B,4fd239811a08
nonempty,neutral_ncs_027,B,A,a7b5015a949c
nonempty,neutral_ncs_028,A,B,b9d6c34f8df5
nonempty,neutral_ncs_029,B,A,06fdf4dea70c
nonempty,neutral_ncs_030,B,A,06bc8a782c32
nonempty,neutral_ncs_031,B,A,ba994558f74a
nonempty,neutral_ncs_032,B,A,b71099002782
nonempty,neutral_ncs_033,B,A,5be82b45fb96
nonempty,neutral_ncs_034,A,B,a54448b717eb
nonempty,neutral_ncs_035,A,A,c296781ba089
nonempty,neutral_ncs_036,A,B,987f43f1d5d4
nonempty,neutral_ncs_037,B,B,42ec53e569c8
nonempty,neutral_ncs_038,B,A,57b17c291f03
nonempty,neutral_ncs_039,B,A,45ba986479f1
nonempty,neutral_qa_000,A,B,5c229c564157
nonempty,neutral_qa_001,A,B,c5522686bff5
nonempty,neutral_qa_002,B,A,a1d14ed1d386
nonempty,neutral_qa_003,B,A,487405f9b04a
nonempty,neutral_qa_004,B,A,c205dc11875d
nonempty,neutral_qa_005,A,B,c7a0b5c44071
nonempty,neutral_qa_006,B,A,f479c42a2952
nonempty,neutral_qa_007,A,B,49ad23d12bde
nonempty,neutral_qa_008,B,A,a60944906300
nonempty,neutral_qa_009,B,A,1dcdaa6b2724
nonempty,neutral_qa_010,B,A,f2a49bc735ff
nonempty,neutral_qa_011,B,A,4930cf6a4254
nonempty,neutral_qa_012,A,A,dc8038c64acb
nonempty,neutral_qa_013,A,B,2fea40aacd48
nonempty,neutral_qa_014,B,A,d422dc2e778b
nonempty,neutral_qa_015,A,B,d96b1f1ef378
nonempty,neutral_qa_016,B,A,ab2a913ddc72
nonempty,neutral_qa_017,A,B,db6027da1ff2
nonempty,neutral_qa_018,A,B,17d2bdca7f09
nonempty,neutral_qa_019,B,A,6737702f02fd
nonempty,neutral_qa_020,B,A,40706caa1ec6
nonempty,neutral_qa_021,A,B,93049ca3713e
nonempty,neutral_qa_022,B,A,d6841e950549
nonempty,neutral_qa_023,A,B,deef825d3ed9
nonempty,neutral_qa_024,B,A,7b84a29446eb
nonempty,neutral_qa_025,B,A,bc90b0b560e5
nonempty,neutral_qa_026,A,B,9d61cc87bf8e
nonempty,neutral_qa_027,A,B,52d5c1fedf0d
nonempty,neutral_qa_028,A,B,0b0d41592b7e
nonempty,neutral_qa_029,A,B,4d82f7d78b42
nonempty,neutral_qa_030,A,B,49f8f23e958f
nonempty,neutral_qa_031,B,A,dfd81277618f
nonempty,neutral_qa_032,A,B,0327fb2b0244
nonempty,neutral_qa_033,B,A,d4c0e5c715bf
nonempty,neutral_qa_034,A,B,dc2cd401eba8
nonempty,neutral_qa_035,A,B,fa25dd1feccf
nonempty,neutral_qa_036,A,B,a68a69dcc1db
nonempty,neutral_qa_037,A,B,606b9f714e1a
nonempty,neutral_qa_038,B,A,39591360323e
nonempty,neutral_qa_039,B,A,b39ee5871c80
nonempty,neutral_sum_000,B,A,9314b6622fcf
nonempty,neutral_sum_001,B,B,f5c87a4e975d
nonempty,neutral_sum_002,B,A,c351f5af9e54
nonempty,neutral_sum_003,A,B,8723d39bbfb5
nonempty,neutral_sum_004,A,A,e245e42edb52
nonempty,neutral_sum_005,B,B,104c94c689bf
nonempty,neutral_sum_006,B,A,7e33fb40461c
nonempty,neutral_sum_007,B,A,5047a7b01a23
nonempty,neutral_sum_008,A,B,3ca0d0bec74b
nonempty,neutral_sum_009,B,A,f2d4f76f06ce
nonempty,neutral_sum_010,A,B,f53be2b67a16
nonempty,neutral_sum_011,A,B,e2a91b0a9164
nonempty,neutral_sum_012,A,B,debc6d944552
nonempty,neutral_sum_013,B,A,7501e437cb1e
nonempty,neutral_sum_014,A,B,865b5f7109de
nonempty,neutral_sum_015,B,A,2b5ba25a316d
nonempty,neutral_sum_016,A,B,90f8749f52ef
nonempty,neutral_sum_017,B,A,8991f8726402
nonempty,neutral_sum_018,B,B,c56448d72f9f
nonempty,neutral_sum_019,A,B,b9e4d26eb40d
nonempty,neutral_sum_020,A,B,1c064f569091
nonempty,neutral_sum_021,B,A,a71d6bf296ee
nonempty,neutral_sum_022,A,B,03e89fd92715
nonempty,neutral_sum_023,B,A,8b364dc9b390
nonempty,neutral_sum_024,A,B,bf31acc1ea7c
nonempty,neutral_sum_025,B,A,43334c7053c9
nonempty,neutral_sum_026,A,B,c9600bd77e4c
nonempty,neutral_sum_027,A,B,c81cfc86a31e
nonempty,neutral_sum_028,B,A,786d69f69415
nonempty,neutral_sum_029,A,B,800390e1de26
nonempty,neutral_sum_030,B,A,d45d1959c290
nonempty,neutral_sum_031,A,B,a801f28d1366
nonempty,neutral_sum_032,A,B,7f19f6eaacad
nonempty,neutral_sum_033,A,B,e942cf2551ec
nonempty,neutral_sum_034,B,A,c3705913e6c8
nonempty,neutral_sum_035,B,A,f74081d97352
nonempty,neutral_sum_036,A,B,db6615a743dd
nonempty,neutral_sum_037,A,B,48aaf0bda76a
nonempty,neutral_sum_038,A,B,4c64e5c6429a
nonempty,neutral_sum_039,B,A,f3f8bc6c9a6a
blk10n64,1nzes2,B,B,e462f286a43a
blk10n64,2786lw,A,B,1dceee255ba8
blk10n64,2ov45h,A,B,903402402b60
blk10n64,49u4dh,B,B,c23f6e3996ae
blk10n64,4iorz7,A,B,d5d19c673733
blk10n64,4xzr87,A,B,1f378989cc9f
blk10n64,53rqr9,A,B,eed040a92907
blk10n64,5apkek,A,B,cf72ef935790
blk10n64,5e6rcz,A,A,3381adb6aa97
blk10n64,5ec7q2,A,B,734b206986af
blk10n64,5f5p86,A,B,da39a3ee5e6b
blk10n64,5fqwjc,A,B,787d11d45987
blk10n64,5g58dz,A,A,3eb96f48e91e
blk10n64,5gq4jc,A,B,da39a3ee5e6b
blk10n64,5j7ypk,A,B,eb7766b646cb
blk10n64,5je6l4,A,B,588299bdb2de
blk10n64,5nc21f,A,B,639748e54bf6
blk10n64,5nzsq6,B,B,da39a3ee5e6b
blk10n64,5ozqb9,B,A,939bc487066a
blk10n64,5qf97d,A,B,70fe792d84ed
blk10n64,5qwzjo,B,B,da39a3ee5e6b
blk10n64,5r104c,A,B,748e74f0d858
blk10n64,5te65i,B,A,8020a68e4174
blk10n64,5umucz,B,A,d53d77c0d158
blk10n64,5w4x14,B,A,ffefc08b6b3e
blk10n64,609k0n,A,B,23a6acdbb93f
blk10n64,625es0,A,B,54febe52c7df
blk10n64,63dn97,B,B,e875d5ec0ed7
blk10n64,63ku7q,B,B,3dab47a99126
blk10n64,64c0w6,A,A,b9c23c933289
blk10n64,65458n,A,B,1358ceb38d97
blk10n64,66uo64,A,B,a4b3f9c23a72
blk10n64,68f5c5,A,A,1263adbcca9a
blk10n64,68ykga,A,B,0fadf776aab8
blk10n64,69dzba,B,A,da39a3ee5e6b
blk10n64,6d1iqq,B,A,1e0a0bdb3a10
blk10n64,6eytds,A,B,1b7bdf56f76a
blk10n64,6gl289,B,A,2f0e09cb70c6
blk10n64,6hoxmq,A,B,0fa2a7ccb8b4
blk10n64,6imc4i,A,B,69b854a42ffb
blk10n64,6isay3,B,A,f31aaa55197e
blk10n64,6ixx9u,A,B,dc51e49098d3
blk10n64,6k8gdu,A,B,4e3e1acc982c
blk10n64,6l6v6l,A,B,d3f46426b2f4
blk10n64,6m7z8a,A,B,8b823a30b341
blk10n64,6mztko,B,B,68802e70530b
blk10n64,6o18uh,B,B,c9aa81dbf1fc
blk10n64,6o679d,A,A,6ca111072a16
blk10n64,6ohgxv,A,B,b77db9e123e3
blk10n64,6szrbs,A,B,e52982aabc61
blk10n64,6tsiyd,A,B,2eac116edb33
blk10n64,6wgtsx,A,B,b90678a94105
blk10n64,6wxzhc,A,A,da39a3ee5e6b
blk10n64,6xisxt,B,B,0c93e6ec75f2
blk10n64,6xngfe,A,B,1e2c9caa82ea
blk10n64,6xsruw,A,B,3f8bda48519d
blk10n64,71p51h,A,A,ef60fbecb218
blk10n64,72l2aj,A,B,12737570af95
blk10n64,74ih3z,B,A,a15f2afe4cb3
blk10n64,765fhd,A,A,8b933fe6b393
blk10n64,76b9gc,A,B,0bc0c2a6f00a
blk10n64,77dd17,A,A,eebc6d92b20e
blk10n64,796161,B,B,eab2c2c1a3ad
blk10n64,7adktz,B,B,808e98663bce
blk10n64,7bowjq,A,B,c9168cd01e49
blk10n64,7d0x9k,B,A,ca9644a64f96
blk10n64,7dcwik,A,B,dc573dd613d3
blk10n64,7e3im5,A,B,6e7f078e4219
blk10n64,7en7vl,A,B,da39a3ee5e6b
blk10n64,7ezd5t,A,A,0467833782d1
blk10n64,7gjj2w,A,A,3a52ce780950
blk10n64,7h9f8e,A,B,b47505a55366
blk10n64,7iltd1,A,B,e670b02f7283
blk10n64,7iubwq,A,A,455c25bd1440
blk10n64,7jfvx7,B,B,b50d128babfa
blk10n64,7jqj29,A,B,bc02af2632f4
blk10n64,7l7e1m,A,B,10c3528c0149
blk10n64,7ld0jk,A,B,0c005ab9d2c8
blk10n64,7lzk5g,A,B,da39a3ee5e6b
blk10n64,7q0acw,A,B,8cfc15c1d49f
blk10n64,7rb6uj,A,A,da39a3ee5e6b
blk10n64,7rie85,A,B,2ecf1f654a2d
blk10n64,7rpy8m,A,B,c9127fba3621
blk10n64,7svmp5,A,B,6116a0106e3d
