k,K,split,prompt_id,seed,constraint,T,Z,L,M,V,b,B,L_over_K
10.0,2000.0,factual,fact_00448_Carol Chell,3320184832,kl,200,138.132,124.028,-14.104,321.143,15.137,1997.344,0.062
10.0,2000.0,factual,fact_00454_Albert Outler,3320184832,kl,200,135.509,146.782,11.274,278.326,14.179,1996.613,0.0734
10.0,2000.0,factual,fact_00464_Damon Herriman,3320184832,kl,200,187.079,222.061,34.982,323.434,15.853,1995.978,0.111
10.0,2000.0,factual,fact_00486_Fidel Castro,3320184832,kl,200,196.655,191.655,-5.0,332.685,18.742,1995.426,0.0958
10.0,2000.0,factual,fact_00495_Ariel Behar,3320184832,kl,200,136.299,98.782,-37.517,326.863,21.007,1995.635,0.0494
10.0,2000.0,factual,fact_00498_DeAnna Bennett,3320184832,kl,200,157.984,149.246,-8.738,246.177,17.186,1995.512,0.0746
10.0,2000.0,factual,fact_00012_Braulio Lara,3320184832,kl,200,149.044,176.995,27.951,327.406,15.984,1996.037,0.0885
10.0,2000.0,factual,fact_00039_Chris Duffield,3320184832,kl,200,173.907,212.417,38.51,323.707,14.914,1996.162,0.1062
10.0,2000.0,factual,fact_00043_Alexander Vovin,3320184832,kl,200,143.038,156.346,13.308,258.318,15.895,1996.781,0.0782
10.0,2000.0,factual,fact_00085_Dascha Polanco,3320184832,kl,200,133.464,135.726,2.262,284.244,17.531,1995.794,0.0679
10.0,2000.0,factual,fact_00088_Blair Tugman,3320184832,kl,200,175.221,192.481,17.26,356.946,14.004,1995.376,0.0962
10.0,2000.0,factual,fact_00098_Adnan Sami,3320184832,kl,200,183.801,180.448,-3.352,370.462,14.169,1996.636,0.0902
10.0,2000.0,factual,fact_00110_Andreea Marin,3320184832,kl,200,125.385,128.406,3.021,275.834,12.941,1996.223,0.0642
10.0,2000.0,factual,fact_00116_Bobo Baldé,3320184832,kl,200,129.124,133.845,4.721,262.892,19.247,1995.797,0.0669
10.0,2000.0,factual,fact_00120_Erich Hartmann,3320184832,kl,200,139.975,161.497,21.522,243.209,16.031,1996.316,0.0807
10.0,2000.0,factual,fact_00133_Daniel Bedingfield,3320184832,kl,200,118.964,141.858,22.894,184.475,16.125,1996.756,0.0709
10.0,2000.0,factual,fact_00134_Celâl Bayar,3320184832,kl,200,188.742,179.66,-9.083,431.569,14.648,1995.559,0.0898
10.0,2000.0,factual,fact_00163_Alexandre Hohagen,3320184832,kl,200,183.226,179.755,-3.47,398.441,17.018,1995.168,0.0899
10.0,2000.0,factual,fact_00184_Dana Awartani,3320184832,kl,200,150.138,154.648,4.51,330.981,15.79,1995.303,0.0773
10.0,2000.0,factual,fact_00185_Brianna Keilar,3320184832,kl,200,137.407,153.26,15.853,226.213,17.761,1994.395,0.0766
10.0,2000.0,factual,fact_00202_Ahsee Tuala,3320184832,kl,200,135.643,147.657,12.014,234.622,16.466,1995.892,0.0738
10.0,2000.0,factual,fact_00204_Don DeLillo,3320184832,kl,200,154.544,149.456,-5.088,329.789,14.236,1996.434,0.0747
10.0,2000.0,factual,fact_00207_Elizabeth Inglis,3320184832,kl,200,127.457,95.941,-31.515,313.206,15.257,1995.82,0.048
10.0,2000.0,factual,fact_00247_Diafra Sakho,3320184832,kl,200,181.161,191.449,10.289,356.708,16.926,1994.141,0.0957
10.0,2000.0,factual,fact_00249_Fahadh Faasil,3320184832,kl,200,183.544,202.931,19.388,324.254,16.373,1997.102,0.1015
10.0,2000.0,factual,fact_00257_Camille Paulus,3320184832,kl,200,128.22,162.81,34.59,311.688,16.974,1994.576,0.0814
10.0,2000.0,factual,fact_00258_Charley Boorman,3320184832,kl,200,200.178,215.39,15.212,416.689,18.443,1996.38,0.1077
10.0,2000.0,factual,fact_00263_Billy Snedden,3320184832,kl,200,187.03,162.258,-24.772,401.992,14.918,1996.338,0.0811
10.0,2000.0,factual,fact_00276_Carol Dweck,3320184832,kl,200,126.505,136.143,9.638,254.869,16.781,1996.931,0.0681
10.0,2000.0,factual,fact_00286_Amr Diab,3320184832,kl,200,159.153,175.049,15.895,328.511,14.48,1995.691,0.0875
10.0,2000.0,factual,fact_00312_Adel Emam,3320184832,kl,200,156.663,144.384,-12.279,226.042,18.212,1995.131,0.0722
10.0,2000.0,factual,fact_00315_Billy Conigliaro,3320184832,kl,200,204.898,209.165,4.267,448.107,15.351,1996.875,0.1046
10.0,2000.0,factual,fact_00316_Arif Mohammad Khan,3320184832,kl,200,178.881,174.269,-4.612,387.818,18.154,1995.811,0.0871
10.0,2000.0,factual,fact_00349_Deyverson,3320184832,kl,200,106.923,111.614,4.692,220.389,17.766,1995.912,0.0558
10.0,2000.0,factual,fact_00351_Cris Cyborg,3320184832,kl,200,203.521,202.607,-0.914,403.228,18.802,1995.73,0.1013
10.0,2000.0,factual,fact_00371_Carrie Ann Inaba,3320184832,kl,200,146.822,165.902,19.08,184.041,15.617,1995.858,0.083
10.0,2000.0,factual,fact_00377_Christian Almeida,3320184832,kl,200,139.562,118.373,-21.189,324.066,15.662,1996.334,0.0592
10.0,2000.0,factual,fact_00394_Danny Almonte,3320184832,kl,200,230.879,228.202,-2.678,486.589,13.406,1996.172,0.1141
10.0,2000.0,factual,fact_00420_Carlos Ghosn,3320184832,kl,200,173.364,163.367,-9.997,309.584,18.417,1996.541,0.0817
10.0,2000.0,factual,fact_00425_Angela Bairstow,3320184832,kl,200,196.639,182.632,-14.007,400.474,14.621,1995.188,0.0913
10.0,2000.0,factual,fact_00427_Ernestine Eckstein,3320184832,kl,200,147.331,133.174,-14.157,341.464,15.273,1996.275,0.0666
10.0,2000.0,factual,fact_00452_Alice Torriani,3320184832,kl,200,209.521,199.286,-10.234,483.101,12.073,1996.537,0.0996
10.0,2000.0,factual,fact_00460_Annie Landouw,3320184832,kl,200,89.715,82.857,-6.858,197.231,13.607,1996.051,0.0414
10.0,2000.0,factual,fact_00466_Feroze Gandhi,3320184832,kl,200,162.047,167.32,5.273,331.326,13.674,1995.884,0.0837
10.0,2000.0,factual,fact_00489_Bir Hambir,3320184832,kl,200,137.854,143.583,5.728,308.859,13.644,1996.523,0.0718
10.0,2000.0,factual,fact_00492_Date Narikuni,3320184832,kl,200,186.316,170.3,-16.016,390.639,13.117,1996.455,0.0851
10.0,2000.0,factual,fact_00003_Fernando da Costa Novaes,3320184832,kl,200,116.527,120.337,3.811,283.495,15.668,1996.297,0.0602
10.0,2000.0,factual,fact_00007_Cheyenne Brando,3320184832,kl,200,185.348,211.257,25.909,425.567,14.045,1995.26,0.1056
10.0,2000.0,factual,fact_00015_Amr Shabana,3320184832,kl,200,157.707,165.91,8.204,323.903,18.147,1994.988,0.083
10.0,2000.0,factual,fact_00017_Abdulqawi Yusuf,3320184832,kl,200,98.704,95.42,-3.284,241.939,15.968,1996.566,0.0477
10.0,2000.0,factual,fact_00025_Carlos P. Romulo,3320184832,kl,200,176.709,175.229,-1.48,403.069,14.038,1996.403,0.0876
10.0,2000.0,factual,fact_00040_Daniil Medvedev,3320184832,kl,200,213.442,208.754,-4.688,447.249,18.017,1996.902,0.1044
10.0,2000.0,factual,fact_00087_Chris John (boxer),3320184832,kl,200,176.359,168.048,-8.311,384.891,14.363,1996.409,0.084
10.0,2000.0,factual,fact_00114_Ahn Jae-hyun,3320184832,kl,200,177.686,167.261,-10.425,341.399,14.872,1995.773,0.0836
10.0,2000.0,factual,fact_00118_Chacho Gaytán,3320184832,kl,200,117.299,116.776,-0.523,282.446,16.945,1995.992,0.0584
10.0,2000.0,factual,fact_00140_André Le Nôtre,3320184832,kl,200,158.445,161.951,3.506,335.767,19.611,1997.197,0.081
10.0,2000.0,factual,fact_00199_Djimon Hounsou,3320184832,kl,200,216.993,226.047,9.054,374.986,12.878,1996.478,0.113
10.0,2000.0,factual,fact_00223_Ahmed Mumin Warfa,3320184832,kl,200,122.796,125.951,3.155,265.481,20.959,1996.081,0.063
10.0,2000.0,factual,fact_00226_Dewi Sartika,3320184832,kl,200,152.579,174.395,21.816,293.832,20.311,1996.066,0.0872
10.0,2000.0,factual,fact_00260_Douglas Wood (engineer),3320184832,kl,200,184.068,176.535,-7.532,277.948,15.393,1997.042,0.0883
10.0,2000.0,factual,fact_00296_Akbar Hossain,3320184832,kl,200,144.202,145.324,1.122,330.55,18.171,1995.47,0.0727
10.0,2000.0,factual,fact_00307_Abdullahi Mohammad Ahmad Hassan,3320184832,kl,200,159.696,153.788,-5.909,316.817,13.808,1997.428,0.0769
10.0,2000.0,factual,fact_00332_Cha Eun-woo,3320184832,kl,200,180.64,178.744,-1.896,275.61,18.606,1995.591,0.0894
10.0,2000.0,factual,fact_00333_Abdul Halik Hudu,3320184832,kl,200,161.473,146.872,-14.6,346.0,14.308,1996.431,0.0734
10.0,2000.0,factual,fact_00348_Charles Allen (jurist),3320184832,kl,200,157.437,169.915,12.478,352.46,13.643,1995.906,0.085
10.0,2000.0,factual,fact_00366_Deitrick Haddon,3320184832,kl,200,144.729,148.637,3.908,308.319,12.159,1995.347,0.0743
10.0,2000.0,factual,fact_00367_Andreas Ivanschitz,3320184832,kl,200,150.009,151.414,1.404,301.226,18.293,1997.005,0.0757
10.0,2000.0,factual,fact_00401_Balázs Bekő,3320184832,kl,200,140.448,143.937,3.489,274.829,16.124,1996.853,0.072
10.0,2000.0,factual,fact_00449_Alen Omić,3320184832,kl,200,213.436,208.762,-4.673,333.654,14.36,1995.694,0.1044
10.0,2000.0,factual,fact_00462_Bhāskara I,3320184832,kl,200,202.79,199.717,-3.072,494.461,15.338,1995.753,0.0999
10.0,2000.0,factual,fact_00006_David Galloway (writer),3320184832,kl,200,113.877,125.361,11.483,264.287,15.428,1996.844,0.0627
10.0,2000.0,factual,fact_00044_Cobhams Asuquo,3320184832,kl,200,163.867,182.272,18.404,265.666,12.355,1993.148,0.0911
10.0,2000.0,factual,fact_00063_Ayman al-Zawahiri,3320184832,kl,200,121.561,97.847,-23.714,311.614,15.1,1995.598,0.0489
10.0,2000.0,factual,fact_00064_Diego Suarez (garden designer),3320184832,kl,200,112.049,96.233,-15.815,257.962,13.372,1996.572,0.0481
10.0,2000.0,factual,fact_00093_David Oyite-Ojok,3320184832,kl,200,173.543,157.566,-15.977,434.996,17.753,1995.059,0.0788
10.0,2000.0,factual,fact_00108_Bhuma Nagi Reddy,3320184832,kl,200,133.768,142.207,8.439,257.525,16.093,1993.304,0.0711
10.0,2000.0,factual,fact_00119_Bastian Schweinsteiger,3320184832,kl,200,195.071,201.659,6.589,422.085,16.131,1994.972,0.1008
10.0,2000.0,factual,fact_00162_Aleksandar Kolarov,3320184832,kl,200,136.53,143.522,6.993,255.466,15.906,1996.758,0.0718
10.0,2000.0,factual,fact_00166_Emcee N.I.C.E.,3320184832,kl,200,151.103,168.284,17.181,311.647,18.75,1995.647,0.0841
10.0,2000.0,factual,fact_00182_Diosdado Cabello,3320184832,kl,200,154.188,152.989,-1.199,355.687,13.596,1995.122,0.0765
10.0,2000.0,factual,fact_00188_Cédric Bakambu,3320184832,kl,200,139.711,105.523,-34.188,264.719,17.412,1993.537,0.0528
10.0,2000.0,factual,fact_00230_Abdul Ilah Khatib,3320184832,kl,200,123.267,127.846,4.579,315.863,15.399,1995.984,0.0639
10.0,2000.0,factual,fact_00304_Abdelhamid Shabana,3320184832,kl,200,128.815,118.074,-10.741,289.269,13.935,1996.798,0.059
10.0,2000.0,factual,fact_00343_Ameyaw Debrah,3320184832,kl,200,145.669,142.298,-3.371,303.509,14.593,1994.691,0.0711
10.0,2000.0,factual,fact_00362_Aert van der Neer,3320184832,kl,200,177.298,178.858,1.56,294.968,15.789,1996.294,0.0894
10.0,2000.0,factual,fact_00364_Blanca Errázuriz,3320184832,kl,200,113.357,110.542,-2.815,241.733,17.795,1995.934,0.0553
10.0,2000.0,factual,fact_00376_14th Dalai Lama,3320184832,kl,200,164.443,155.326,-9.116,340.131,17.576,1996.525,0.0777
10.0,2000.0,factual,fact_00384_Andry Rajoelina,3320184832,kl,200,116.956,136.14,19.184,215.213,17.575,1995.928,0.0681
10.0,2000.0,factual,fact_00421_Anurag Kashyap,3320184832,kl,200,153.85,137.464,-16.386,342.604,17.463,1995.588,0.0687
10.0,2000.0,factual,fact_00459_Felician of Foligno,3320184832,kl,200,175.922,186.056,10.134,399.458,11.967,1995.478,0.093
10.0,2000.0,factual,fact_00032_Flavio Méndez Santiago,3320184832,kl,200,112.613,100.577,-12.036,236.681,17.558,1996.088,0.0503
10.0,2000.0,factual,fact_00053_Andriy Yarmolenko,3320184832,kl,200,187.625,189.336,1.711,406.204,14.766,1996.031,0.0947
10.0,2000.0,factual,fact_00127_Ezechiel N'Douassel,3320184832,kl,200,120.686,113.56,-7.126,285.848,15.11,1994.606,0.0568
10.0,2000.0,factual,fact_00131_Aditya Kalyanpur,3320184832,kl,200,172.558,182.616,10.059,309.56,16.102,1996.23,0.0913
10.0,2000.0,factual,fact_00264_Esteban Espíndola,3320184832,kl,200,173.47,167.108,-6.362,301.277,18.3,1996.133,0.0836
10.0,2000.0,factual,fact_00335_Carl Braun (obstetrician),3320184832,kl,200,174.621,166.716,-7.905,432.654,13.81,1996.537,0.0834
10.0,2000.0,factual,fact_00345_Ana Cláudia Bolzan,3320184832,kl,200,147.065,130.916,-16.149,341.491,14.55,1997.484,0.0655
10.0,2000.0,factual,fact_00347_Evgeny Shalunov,3320184832,kl,200,146.254,104.247,-42.006,319.726,19.047,1996.276,0.0521
10.0,2000.0,factual,fact_00444_Charles B. McVay III,3320184832,kl,200,144.993,159.828,14.835,247.842,16.315,1996.006,0.0799
10.0,2000.0,factual,fact_00302_Enamul Haque (engineer),3320184832,kl,200,200.612,212.507,11.894,396.477,16.355,1996.158,0.1063
10.0,2000.0,factual,fact_00418_A. K. Ramanujan,3320184832,kl,200,161.031,167.089,6.058,254.738,16.765,1996.725,0.0835
10.0,2000.0,factual,"fact_00080_Felipe (footballer, born 1977)",3320184832,kl,200,160.332,140.802,-19.53,358.314,13.537,1997.125,0.0704
10.0,2000.0,factual,fact_00471_D. B. Nihalsinghe,3320184832,kl,200,118.229,100.906,-17.323,258.352,13.116,1994.895,0.0505
10.0,2000.0,factual,fact_00478_F. Gwynplaine MacIntyre,3320184832,kl,200,133.624,99.219,-34.405,322.314,18.906,1994.527,0.0496
10.0,2000.0,factual,fact_00491_Avraham Eilam-Amzallag,3320184832,kl,200,108.415,88.537,-19.878,214.7,15.381,1995.148,0.0443
10.0,2000.0,factual,fact_00048_Don Beard,3320184833,kl,200,167.839,166.0,-1.838,352.109,13.087,1994.557,0.083
10.0,2000.0,factual,fact_00078_Chi Pu,3320184833,kl,200,195.302,180.437,-14.866,415.365,13.313,1994.809,0.0902
10.0,2000.0,factual,fact_00097_Chris Cuomo,3320184833,kl,200,180.413,192.488,12.075,268.014,18.511,1995.387,0.0962
10.0,2000.0,factual,fact_00152_Felix Newman,3320184833,kl,200,139.144,115.004,-24.141,339.839,15.771,1995.936,0.0575
10.0,2000.0,factual,fact_00154_Earl Garrison,3320184833,kl,200,131.979,121.546,-10.433,316.616,12.357,1995.208,0.0608
10.0,2000.0,factual,fact_00193_Bobby Fischer,3320184833,kl,200,181.834,154.484,-27.35,263.67,14.447,1995.93,0.0772
10.0,2000.0,factual,fact_00227_Alf Garland,3320184833,kl,200,150.277,138.809,-11.467,355.749,14.684,1994.624,0.0694
10.0,2000.0,factual,fact_00270_Daniel Ek,3320184833,kl,200,146.489,176.058,29.568,234.132,18.363,1996.156,0.088
10.0,2000.0,factual,fact_00300_Coco Chanel,3320184833,kl,200,263.427,243.971,-19.456,518.542,15.842,1995.114,0.122
10.0,2000.0,factual,fact_00354_Bobby Thomson,3320184833,kl,200,207.77,222.924,15.154,466.949,15.611,1995.977,0.1115
10.0,2000.0,factual,fact_00356_Eric Winter,3320184833,kl,200,167.245,184.059,16.814,202.115,18.746,1997.352,0.092
10.0,2000.0,factual,fact_00374_Cicero,3320184833,kl,200,125.583,131.17,5.586,301.907,15.029,1995.928,0.0656
10.0,2000.0,factual,fact_00396_Andy Middleton,3320184833,kl,200,143.398,137.641,-5.757,325.482,14.106,1995.203,0.0688
10.0,2000.0,factual,fact_00397_Anderson Silva,3320184833,kl,200,197.47,200.257,2.787,348.479,15.261,1996.043,0.1001
10.0,2000.0,factual,fact_00399_Edgar Bennett,3320184833,kl,200,196.899,241.932,45.033,401.095,19.776,1994.849,0.121
10.0,2000.0,factual,fact_00433_Aaron Burr,3320184833,kl,200,159.253,135.693,-23.56,295.439,17.281,1996.477,0.0678
10.0,2000.0,factual,fact_00027_Arthur Ewert,3320184833,kl,200,215.13,220.826,5.696,512.014,19.175,1995.168,0.1104
10.0,2000.0,factual,fact_00045_David Bogue,3320184833,kl,200,162.803,157.531,-5.272,359.404,14.001,1996.669,0.0788
10.0,2000.0,factual,fact_00058_Danny Faure,3320184833,kl,200,134.454,163.568,29.114,260.894,22.117,1996.653,0.0818
10.0,2000.0,factual,fact_00066_Daniel Alexander Cameron,3320184833,kl,200,153.391,155.419,2.028,276.633,18.561,1996.25,0.0777
10.0,2000.0,factual,fact_00075_Antonio Leviste,3320184833,kl,200,129.157,119.82,-9.336,211.69,19.77,1995.646,0.0599
10.0,2000.0,factual,fact_00084_Alfred Hitchcock,3320184833,kl,200,179.603,184.36,4.757,357.683,15.686,1995.84,0.0922
10.0,2000.0,factual,fact_00086_Amelia Earhart,3320184833,kl,200,179.109,198.065,18.956,382.295,11.686,1995.703,0.099
10.0,2000.0,factual,fact_00109_Charmion King,3320184833,kl,200,148.987,158.877,9.89,352.29,15.038,1995.655,0.0794
10.0,2000.0,factual,fact_00132_Dennis Andersson,3320184833,kl,200,183.302,189.382,6.08,471.455,15.748,1994.719,0.0947
10.0,2000.0,factual,fact_00138_Diana Ivanova,3320184833,kl,200,143.684,136.26,-7.424,355.315,15.983,1995.26,0.0681
10.0,2000.0,factual,fact_00142_Cierre Wood,3320184833,kl,200,170.302,181.489,11.187,347.99,18.34,1995.306,0.0907
10.0,2000.0,factual,fact_00145_Carmelo Anthony,3320184833,kl,200,188.032,196.327,8.295,209.747,14.874,1995.778,0.0982
10.0,2000.0,factual,fact_00146_Asafa Powell,3320184833,kl,200,155.536,155.442,-0.094,236.258,17.223,1995.548,0.0777
10.0,2000.0,factual,fact_00181_Chris Woakes,3320184833,kl,200,193.903,188.958,-4.945,376.304,16.397,1995.966,0.0945
10.0,2000.0,factual,fact_00198_Benjamin Lawrence Reid,3320184833,kl,200,184.155,216.449,32.295,358.693,15.24,1995.977,0.1082
10.0,2000.0,factual,fact_00208_Fifi Cooper,3320184833,kl,200,208.437,261.823,53.386,352.699,16.56,1994.482,0.1309
10.0,2000.0,factual,fact_00239_Bif Naked,3320184833,kl,200,212.562,196.715,-15.847,446.817,14.219,1996.466,0.0984
10.0,2000.0,factual,fact_00245_Dominique Blake,3320184833,kl,200,125.491,120.689,-4.802,281.808,12.1,1995.427,0.0603
10.0,2000.0,factual,fact_00250_Dr. Dre,3320184833,kl,200,206.517,215.1,8.583,270.16,15.975,1995.734,0.1076
10.0,2000.0,factual,fact_00255_Caitlin Lowe,3320184833,kl,200,194.197,177.871,-16.325,406.812,11.745,1995.762,0.0889
10.0,2000.0,factual,fact_00275_Belisarius,3320184833,kl,200,147.441,181.417,33.975,305.604,16.104,1996.402,0.0907
10.0,2000.0,factual,fact_00309_Diego Godín,3320184833,kl,200,156.476,155.629,-0.848,245.595,18.688,1996.756,0.0778
10.0,2000.0,factual,fact_00321_Bob Marley,3320184833,kl,200,201.376,207.611,6.235,340.107,16.734,1996.488,0.1038
10.0,2000.0,factual,fact_00328_Dana Ashbrook,3320184833,kl,200,167.534,147.218,-20.316,336.731,16.542,1996.634,0.0736
10.0,2000.0,factual,fact_00344_Cleopatra,3320184833,kl,200,147.714,146.084,-1.63,294.329,16.037,1996.716,0.073
10.0,2000.0,factual,fact_00368_Clancy Brown,3320184833,kl,200,213.509,205.98,-7.528,393.422,16.895,1995.094,0.103
10.0,2000.0,factual,fact_00378_Arthur Wakefield,3320184833,kl,200,162.177,161.397,-0.78,330.473,13.282,1995.193,0.0807
10.0,2000.0,factual,fact_00404_Abraham Ancer,3320184833,kl,200,163.534,168.69,5.157,189.397,15.913,1996.436,0.0843
10.0,2000.0,factual,fact_00430_Ezekiel Elliott,3320184833,kl,200,168.152,166.704,-1.448,269.875,17.347,1994.684,0.0834
10.0,2000.0,factual,fact_00448_Carol Chell,3320184833,kl,200,148.779,143.467,-5.312,355.703,17.221,1997.344,0.0717
10.0,2000.0,factual,fact_00454_Albert Outler,3320184833,kl,200,166.976,202.83,35.854,402.617,15.389,1996.613,0.1014
10.0,2000.0,factual,fact_00464_Damon Herriman,3320184833,kl,200,182.341,162.492,-19.85,248.224,17.484,1995.978,0.0812
10.0,2000.0,factual,fact_00486_Fidel Castro,3320184833,kl,200,168.866,141.645,-27.22,341.759,14.984,1995.426,0.0708
10.0,2000.0,factual,fact_00495_Ariel Behar,3320184833,kl,200,189.713,203.073,13.36,389.268,17.021,1995.635,0.1015
10.0,2000.0,factual,fact_00498_DeAnna Bennett,3320184833,kl,200,196.597,201.845,5.248,425.591,16.439,1995.512,0.1009
10.0,2000.0,factual,fact_00012_Braulio Lara,3320184833,kl,200,142.932,145.487,2.555,269.251,14.714,1996.037,0.0727
10.0,2000.0,factual,fact_00039_Chris Duffield,3320184833,kl,200,116.661,96.49,-20.17,279.379,17.644,1996.162,0.0482
10.0,2000.0,factual,fact_00043_Alexander Vovin,3320184833,kl,200,135.66,122.761,-12.899,309.577,16.266,1996.781,0.0614
10.0,2000.0,factual,fact_00085_Dascha Polanco,3320184833,kl,200,227.504,199.034,-28.47,286.208,17.628,1995.794,0.0995
10.0,2000.0,factual,fact_00088_Blair Tugman,3320184833,kl,200,138.184,121.83,-16.354,309.748,18.161,1995.376,0.0609
10.0,2000.0,factual,fact_00098_Adnan Sami,3320184833,kl,200,134.98,133.906,-1.074,262.522,16.74,1996.636,0.067
10.0,2000.0,factual,fact_00110_Andreea Marin,3320184833,kl,200,123.613,138.462,14.85,321.764,14.085,1996.223,0.0692
10.0,2000.0,factual,fact_00116_Bobo Baldé,3320184833,kl,200,187.327,190.395,3.068,410.127,14.093,1995.797,0.0952
10.0,2000.0,factual,fact_00120_Erich Hartmann,3320184833,kl,200,187.991,150.532,-37.46,424.92,15.282,1996.316,0.0753
10.0,2000.0,factual,fact_00133_Daniel Bedingfield,3320184833,kl,200,153.148,168.604,15.456,283.47,16.86,1996.756,0.0843
10.0,2000.0,factual,fact_00134_Celâl Bayar,3320184833,kl,200,131.582,116.519,-15.063,245.111,19.537,1995.559,0.0583
10.0,2000.0,factual,fact_00163_Alexandre Hohagen,3320184833,kl,200,138.135,141.464,3.329,231.981,16.244,1995.168,0.0707
10.0,2000.0,factual,fact_00184_Dana Awartani,3320184833,kl,200,164.293,169.841,5.549,403.315,18.909,1995.303,0.0849
10.0,2000.0,factual,fact_00185_Brianna Keilar,3320184833,kl,200,140.396,157.561,17.166,288.12,24.126,1994.395,0.0788
10.0,2000.0,factual,fact_00202_Ahsee Tuala,3320184833,kl,200,121.688,95.138,-26.55,313.891,20.143,1995.892,0.0476
10.0,2000.0,factual,fact_00204_Don DeLillo,3320184833,kl,200,151.363,138.534,-12.829,312.809,14.746,1996.434,0.0693
10.0,2000.0,factual,fact_00207_Elizabeth Inglis,3320184833,kl,200,113.665,130.965,17.299,245.735,13.746,1995.82,0.0655
10.0,2000.0,factual,fact_00247_Diafra Sakho,3320184833,kl,200,159.734,165.687,5.953,260.231,15.891,1994.141,0.0828
10.0,2000.0,factual,fact_00249_Fahadh Faasil,3320184833,kl,200,242.241,235.926,-6.315,357.931,18.582,1997.102,0.118
10.0,2000.0,factual,fact_00257_Camille Paulus,3320184833,kl,200,148.349,134.344,-14.005,390.293,15.318,1994.576,0.0672
10.0,2000.0,factual,fact_00258_Charley Boorman,3320184833,kl,200,182.1,170.515,-11.585,371.871,18.402,1996.38,0.0853
10.0,2000.0,factual,fact_00263_Billy Snedden,3320184833,kl,200,148.834,172.875,24.041,290.985,10.064,1996.338,0.0864
10.0,2000.0,factual,fact_00276_Carol Dweck,3320184833,kl,200,193.896,218.729,24.833,263.195,18.168,1996.931,0.1094
10.0,2000.0,factual,fact_00286_Amr Diab,3320184833,kl,200,100.4,117.598,17.198,174.588,15.968,1995.691,0.0588
10.0,2000.0,factual,fact_00312_Adel Emam,3320184833,kl,200,118.376,107.352,-11.025,284.426,15.154,1995.131,0.0537
10.0,2000.0,factual,fact_00315_Billy Conigliaro,3320184833,kl,200,179.216,197.782,18.566,430.366,16.83,1996.875,0.0989
10.0,2000.0,factual,fact_00316_Arif Mohammad Khan,3320184833,kl,200,111.306,128.256,16.951,183.191,18.128,1995.811,0.0641
10.0,2000.0,factual,fact_00349_Deyverson,3320184833,kl,200,79.747,107.964,28.217,154.276,11.538,1995.912,0.054
10.0,2000.0,factual,fact_00351_Cris Cyborg,3320184833,kl,200,184.554,156.104,-28.451,319.67,18.576,1995.73,0.0781
10.0,2000.0,factual,fact_00371_Carrie Ann Inaba,3320184833,kl,200,151.012,174.5,23.488,260.158,18.687,1995.858,0.0873
10.0,2000.0,factual,fact_00377_Christian Almeida,3320184833,kl,200,193.83,218.376,24.546,310.973,12.218,1996.334,0.1092
10.0,2000.0,factual,fact_00394_Danny Almonte,3320184833,kl,200,179.804,190.456,10.651,370.604,15.14,1996.172,0.0952
10.0,2000.0,factual,fact_00420_Carlos Ghosn,3320184833,kl,200,178.908,190.395,11.486,408.899,15.047,1996.541,0.0952
10.0,2000.0,factual,fact_00425_Angela Bairstow,3320184833,kl,200,133.759,150.18,16.421,283.834,10.986,1995.188,0.0751
10.0,2000.0,factual,fact_00427_Ernestine Eckstein,3320184833,kl,200,158.651,179.786,21.136,336.25,13.191,1996.275,0.0899
10.0,2000.0,factual,fact_00452_Alice Torriani,3320184833,kl,200,166.232,165.851,-0.381,346.25,13.785,1996.537,0.0829
10.0,2000.0,factual,fact_00460_Annie Landouw,3320184833,kl,200,209.463,224.218,14.756,451.461,17.37,1996.051,0.1121
10.0,2000.0,factual,fact_00466_Feroze Gandhi,3320184833,kl,200,145.071,124.237,-20.834,337.178,19.275,1995.884,0.0621
10.0,2000.0,factual,fact_00489_Bir Hambir,3320184833,kl,200,201.628,154.301,-47.327,323.044,17.845,1996.523,0.0772
10.0,2000.0,factual,fact_00492_Date Narikuni,3320184833,kl,200,164.451,141.956,-22.494,332.138,19.325,1996.455,0.071
10.0,2000.0,factual,fact_00003_Fernando da Costa Novaes,3320184833,kl,200,154.142,124.233,-29.908,376.479,14.878,1996.297,0.0621
10.0,2000.0,factual,fact_00007_Cheyenne Brando,3320184833,kl,200,164.162,157.095,-7.067,358.818,14.455,1995.26,0.0785
10.0,2000.0,factual,fact_00015_Amr Shabana,3320184833,kl,200,158.138,169.116,10.978,350.504,14.319,1994.988,0.0846
10.0,2000.0,factual,fact_00017_Abdulqawi Yusuf,3320184833,kl,200,110.638,92.101,-18.537,218.989,17.84,1996.566,0.0461
10.0,2000.0,factual,fact_00025_Carlos P. Romulo,3320184833,kl,200,145.397,159.116,13.718,294.742,14.968,1996.403,0.0796
10.0,2000.0,factual,fact_00040_Daniil Medvedev,3320184833,kl,200,197.544,204.419,6.874,368.98,17.5,1996.902,0.1022
10.0,2000.0,factual,fact_00087_Chris John (boxer),3320184833,kl,200,262.362,311.77,49.408,446.801,16.269,1996.409,0.1559
10.0,2000.0,factual,fact_00114_Ahn Jae-hyun,3320184833,kl,200,179.518,179.058,-0.46,290.82,14.365,1995.773,0.0895
10.0,2000.0,factual,fact_00118_Chacho Gaytán,3320184833,kl,200,122.789,128.384,5.595,252.789,14.37,1995.992,0.0642
