prompt_id,u_sel_n64,u_sel_n1,u_metered_k0.5,u_anchor_k0,u_risky70b,gain_sel,gain_metered,diff
neutral_bio_019,0.25,0.5,0.5,0.5,0.5,-0.25,0.0,-0.25
neutral_bio_020,0.25,0.25,0.0,0.25,0.25,0.0,-0.25,0.25
neutral_bio_021,0.5,0.75,0.5,0.5,0.5,-0.25,0.0,-0.25
neutral_bio_022,0.75,0.5,0.25,0.5,1.0,0.25,-0.25,0.5
neutral_bio_023,0.25,1.0,0.5,0.25,0.5,-0.75,0.25,-1.0
neutral_bio_024,1.0,0.5,0.75,0.5,0.5,0.5,0.25,0.25
neutral_bio_025,1.0,0.5,0.75,0.75,0.5,0.5,0.0,0.5
neutral_bio_026,0.5,0.75,0.5,0.5,0.5,-0.25,0.0,-0.25
neutral_bio_027,0.5,0.5,0.5,0.5,0.25,0.0,0.0,0.0
neutral_bio_028,1.0,0.75,1.0,0.75,1.0,0.25,0.25,0.0
neutral_bio_029,0.75,0.5,0.5,0.5,0.5,0.25,0.0,0.25
neutral_bio_030,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0
neutral_bio_031,0.75,0.5,0.5,0.5,0.5,0.25,0.0,0.25
neutral_bio_032,0.75,0.75,0.75,0.75,0.5,0.0,0.0,0.0
neutral_bio_033,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_bio_034,0.75,0.5,0.5,0.25,0.5,0.25,0.25,0.0
neutral_bio_035,0.75,1.0,1.0,1.0,0.5,-0.25,0.0,-0.25
neutral_bio_036,0.5,0.25,0.25,0.25,0.25,0.25,0.0,0.25
neutral_bio_037,0.5,0.5,0.25,0.5,0.5,0.0,-0.25,0.25
neutral_bio_038,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.0
neutral_bio_039,0.75,1.0,0.5,0.75,0.75,-0.25,-0.25,0.0
neutral_nar_000,0.25,0.5,0.25,0.25,0.5,-0.25,0.0,-0.25
neutral_nar_001,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_nar_002,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0
neutral_nar_003,0.5,0.75,0.75,0.75,0.25,-0.25,0.0,-0.25
neutral_nar_004,0.5,0.0,0.5,0.25,0.25,0.5,0.25,0.25
neutral_nar_005,0.5,0.25,0.5,0.5,0.5,0.25,0.0,0.25
neutral_nar_006,0.5,0.0,0.25,0.0,0.5,0.5,0.25,0.25
neutral_nar_007,0.5,0.5,0.25,0.5,0.5,0.0,-0.25,0.25
neutral_nar_008,0.25,0.25,0.75,0.25,0.25,0.0,0.5,-0.5
neutral_nar_009,0.25,0.0,0.25,0.25,0.25,0.25,0.0,0.25
neutral_nar_010,0.5,0.25,0.75,0.75,0.5,0.25,0.0,0.25
neutral_nar_011,0.5,0.0,0.25,0.25,0.25,0.5,0.0,0.5
neutral_nar_012,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0
neutral_nar_013,0.75,0.75,0.75,0.5,0.75,0.0,0.25,-0.25
neutral_nar_014,0.75,0.75,1.0,0.75,0.5,0.0,0.25,-0.25
neutral_nar_015,1.0,0.5,0.75,0.5,0.5,0.5,0.25,0.25
neutral_nar_016,0.5,0.5,0.5,0.0,0.5,0.0,0.5,-0.5
neutral_nar_017,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0
neutral_nar_018,0.5,0.75,0.75,0.75,0.75,-0.25,0.0,-0.25
neutral_nar_019,0.5,0.25,0.25,0.5,0.25,0.25,-0.25,0.5
neutral_nar_020,0.75,0.5,0.75,0.75,0.75,0.25,0.0,0.25
neutral_nar_021,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_nar_022,0.5,0.25,0.25,0.25,0.5,0.25,0.0,0.25
neutral_nar_023,0.75,0.5,0.5,0.5,0.5,0.25,0.0,0.25
neutral_nar_024,0.5,0.25,0.25,0.25,0.5,0.25,0.0,0.25
neutral_nar_025,0.25,0.75,0.5,0.75,0.5,-0.5,-0.25,-0.25
neutral_nar_026,0.75,0.75,0.5,0.75,0.5,0.0,-0.25,0.25
neutral_nar_027,0.75,0.75,0.75,0.75,0.5,0.0,0.0,0.0
neutral_nar_028,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0
neutral_nar_029,0.75,0.5,0.5,0.5,0.5,0.25,0.0,0.25
neutral_nar_030,0.75,0.75,0.5,0.75,0.5,0.0,-0.25,0.25
neutral_nar_031,0.75,0.75,0.75,0.5,0.5,0.0,0.25,-0.25
neutral_nar_032,0.75,0.75,1.0,0.75,0.75,0.0,0.25,-0.25
neutral_nar_033,0.75,0.75,0.75,0.75,1.0,0.0,0.0,0.0
neutral_nar_034,0.25,0.5,0.5,0.0,0.25,-0.25,0.5,-0.75
neutral_nar_035,0.5,0.5,0.25,0.25,0.25,0.0,0.0,0.0
neutral_nar_036,0.75,0.75,1.0,0.75,0.25,0.0,0.25,-0.25
neutral_nar_037,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_nar_038,0.5,0.5,0.25,0.25,0.5,0.0,0.0,0.0
neutral_nar_039,0.0,0.0,0.25,0.0,0.25,0.0,0.25,-0.25
neutral_ncs_000,0.5,0.5,0.25,0.25,0.25,0.0,0.0,0.0
neutral_ncs_001,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_ncs_002,0.5,0.75,0.75,0.75,0.5,-0.25,0.0,-0.25
neutral_ncs_003,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_ncs_004,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5
neutral_ncs_005,0.75,0.5,0.5,0.5,0.5,0.25,0.0,0.25
neutral_ncs_006,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0
neutral_ncs_007,0.5,0.75,0.75,0.75,0.25,-0.25,0.0,-0.25
neutral_ncs_008,0.5,0.5,0.25,0.5,0.5,0.0,-0.25,0.25
neutral_ncs_009,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_ncs_010,0.5,0.0,0.25,0.5,0.5,0.5,-0.25,0.75
neutral_ncs_011,0.75,0.5,0.5,0.25,0.0,0.25,0.25,0.0
neutral_ncs_012,0.75,0.5,0.5,0.75,0.75,0.25,-0.25,0.5
neutral_ncs_013,0.5,0.5,0.75,0.75,0.75,0.0,0.0,0.0
neutral_ncs_014,0.5,0.75,0.5,0.5,1.0,-0.25,0.0,-0.25
neutral_ncs_015,0.25,0.5,0.5,0.0,0.5,-0.25,0.5,-0.75
neutral_ncs_016,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0
neutral_ncs_017,0.5,0.25,0.5,0.5,0.5,0.25,0.0,0.25
neutral_ncs_018,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5
neutral_ncs_019,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_ncs_020,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_ncs_021,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0
neutral_ncs_022,0.0,0.5,0.25,0.25,0.0,-0.5,0.0,-0.5
neutral_ncs_023,0.5,0.5,0.25,0.25,0.5,0.0,0.0,0.0
neutral_ncs_024,0.25,0.0,0.5,0.0,0.0,0.25,0.5,-0.25
neutral_ncs_025,0.25,0.5,0.5,0.5,0.5,-0.25,0.0,-0.25
neutral_ncs_026,1.0,0.25,0.5,0.5,0.75,0.75,0.0,0.75
neutral_ncs_027,1.0,0.0,0.25,0.25,0.5,1.0,0.0,1.0
neutral_ncs_028,0.75,0.75,0.75,0.5,0.5,0.0,0.25,-0.25
neutral_ncs_029,0.5,0.0,0.5,0.5,0.25,0.5,0.0,0.5
neutral_ncs_030,0.0,0.5,0.0,0.0,0.5,-0.5,0.0,-0.5
neutral_ncs_031,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_ncs_032,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
neutral_ncs_033,0.5,0.5,0.5,0.0,1.0,0.0,0.5,-0.5
neutral_ncs_034,1.0,0.75,0.5,0.5,0.5,0.25,0.0,0.25
neutral_ncs_035,0.0,0.5,0.5,0.5,0.5,-0.5,0.0,-0.5
neutral_ncs_036,0.75,0.75,0.5,0.5,0.75,0.0,0.0,0.0
neutral_ncs_037,0.5,0.5,0.25,0.75,0.25,0.0,-0.5,0.5
neutral_ncs_038,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_ncs_039,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
neutral_qa_000,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_qa_001,0.5,0.25,0.5,0.5,0.25,0.25,0.0,0.25
neutral_qa_002,1.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5
neutral_qa_003,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25
neutral_qa_004,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
neutral_qa_005,0.5,0.75,0.5,0.5,0.0,-0.25,0.0,-0.25
neutral_qa_006,0.5,0.5,0.25,0.0,0.25,0.0,0.25,-0.25
neutral_qa_007,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0
neutral_qa_008,0.5,0.5,0.5,0.5,0.25,0.0,0.0,0.0
neutral_qa_009,0.25,0.5,0.5,0.5,0.5,-0.25,0.0,-0.25
neutral_qa_010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutral_qa_011,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
neutral_qa_012,0.25,0.75,0.75,0.75,0.5,-0.5,0.0,-0.5
neutral_qa_013,1.0,0.5,0.5,0.5,0.75,0.5,0.0,0.5
neutral_qa_014,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_qa_015,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_qa_016,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_qa_017,0.5,0.25,0.25,0.0,0.5,0.25,0.25,0.0
neutral_qa_018,0.5,0.75,0.75,0.75,0.5,-0.25,0.0,-0.25
neutral_qa_019,0.5,0.0,0.25,0.0,0.25,0.5,0.25,0.25
neutral_qa_020,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_qa_021,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.0
neutral_qa_022,0.25,0.25,0.5,0.5,0.5,0.0,0.0,0.0
neutral_qa_023,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0
neutral_qa_024,0.0,0.5,0.0,0.0,0.0,-0.5,0.0,-0.5
neutral_qa_025,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5
neutral_qa_026,0.5,0.5,0.5,0.25,0.75,0.0,0.25,-0.25
neutral_qa_027,0.5,0.25,0.5,0.5,0.5,0.25,0.0,0.25
neutral_qa_028,1.0,0.5,0.5,0.75,0.5,0.5,-0.25,0.75
neutral_qa_029,0.75,0.5,0.5,0.5,0.75,0.25,0.0,0.25
neutral_qa_030,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_qa_031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutral_qa_032,1.0,0.5,0.75,0.75,0.75,0.5,0.0,0.5
neutral_qa_033,0.5,1.0,0.0,0.0,0.5,-0.5,0.0,-0.5
neutral_qa_034,0.75,0.75,0.5,0.5,0.5,0.0,0.0,0.0
neutral_qa_035,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5
neutral_qa_036,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_qa_037,0.5,0.25,0.5,0.75,0.25,0.25,-0.25,0.5
neutral_qa_038,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_qa_039,0.0,0.5,0.0,0.5,0.0,-0.5,-0.5,0.0
neutral_sum_000,0.5,0.0,0.0,0.5,0.25,0.5,-0.5,1.0
neutral_sum_001,0.5,0.5,0.5,0.25,0.75,0.0,0.25,-0.25
neutral_sum_002,0.5,0.5,0.25,0.25,0.25,0.0,0.0,0.0
neutral_sum_003,0.75,0.75,0.5,0.5,0.5,0.0,0.0,0.0
neutral_sum_004,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0
neutral_sum_005,0.25,0.25,0.5,0.5,0.5,0.0,0.0,0.0
neutral_sum_006,0.5,0.5,0.25,0.5,0.5,0.0,-0.25,0.25
neutral_sum_007,0.5,0.0,0.5,0.25,0.5,0.5,0.25,0.25
neutral_sum_008,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5
neutral_sum_009,0.5,0.5,0.5,0.0,0.75,0.0,0.5,-0.5
neutral_sum_010,1.0,0.25,0.75,0.5,0.25,0.75,0.25,0.5
neutral_sum_011,1.0,0.5,0.5,0.5,0.25,0.5,0.0,0.5
neutral_sum_012,0.5,0.5,0.25,0.5,0.75,0.0,-0.25,0.25
neutral_sum_013,0.5,1.0,0.5,0.5,0.5,-0.5,0.0,-0.5
neutral_sum_014,0.5,0.75,0.25,0.5,0.25,-0.25,-0.25,0.0
neutral_sum_015,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
neutral_sum_016,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0
neutral_sum_017,0.5,0.5,0.5,0.0,0.0,0.0,0.5,-0.5
neutral_sum_018,0.5,0.0,0.0,0.0,0.25,0.5,0.0,0.5
neutral_sum_019,0.75,0.5,0.25,0.5,0.25,0.25,-0.25,0.5
neutral_sum_020,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_sum_021,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0
neutral_sum_022,0.5,0.25,0.25,0.25,0.25,0.25,0.0,0.25
neutral_sum_023,0.5,0.0,0.0,0.75,0.0,0.5,-0.75,1.25
neutral_sum_024,0.75,0.75,0.5,0.5,0.75,0.0,0.0,0.0
neutral_sum_025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutral_sum_026,1.0,0.75,1.0,0.75,0.5,0.25,0.25,0.0
neutral_sum_027,0.75,0.75,0.75,0.5,0.5,0.0,0.25,-0.25
neutral_sum_028,0.5,0.0,0.0,0.0,0.25,0.5,0.0,0.5
neutral_sum_029,0.5,0.75,0.75,0.75,0.5,-0.25,0.0,-0.25
neutral_sum_030,0.5,0.0,0.0,0.0,0.25,0.5,0.0,0.5
neutral_sum_031,1.0,0.5,0.25,0.25,0.25,0.5,0.0,0.5
neutral_sum_032,0.75,0.25,0.25,0.25,0.25,0.5,0.0,0.5
neutral_sum_033,0.5,0.5,0.5,0.75,0.75,0.0,-0.25,0.25
neutral_sum_034,0.25,0.0,0.25,0.25,0.25,0.25,0.0,0.25
neutral_sum_035,0.0,0.5,0.25,0.25,0.25,-0.5,0.0,-0.5
neutral_sum_036,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5
neutral_sum_037,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5
neutral_sum_038,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
neutral_sum_039,0.5,0.0,0.25,0.25,0.5,0.5,0.0,0.5
