judge,prompt_id,u_n1,u_n2,u_n4,u_n8,u_n16,u_n32,u_n64
Phi-3.5-mini-instruct,alpaca_0272,0.5,0.5,0.5,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0274,1.0,1.0,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0275,0.5,0.5,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0276,0.0,0.0,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0277,0.0,0.0,0.0,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0278,0.0,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0279,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0281,0.5,0.5,0.5,0.5,0.5,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0282,0.5,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0283,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0284,0.0,0.5,0.5,0.5,0.5,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0285,0.0,0.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0286,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0287,0.0,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0289,0.5,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0290,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0291,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0292,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0294,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0295,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0296,0.5,0.5,0.5,0.5,0.5,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0298,0.0,0.5,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0300,0.0,0.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0301,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0302,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0303,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0304,1.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0305,0.5,0.5,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0306,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0308,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0309,0.0,0.0,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0310,1.0,0.5,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0311,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0313,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0314,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0315,0.0,0.0,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0316,0.0,0.0,0.5,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0317,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0318,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0319,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0320,0.0,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0321,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0324,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0325,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0326,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0327,0.0,0.0,0.0,0.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0328,0.5,0.5,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0329,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0330,0.5,0.5,0.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0334,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0335,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0336,0.5,0.5,0.5,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0339,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0340,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0341,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0342,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0343,0.0,0.0,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0344,0.5,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0345,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0346,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0347,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0348,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0349,0.5,0.5,0.5,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0350,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0351,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0352,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0353,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0354,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0355,1.0,0.5,0.5,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0356,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0357,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0358,0.5,0.5,0.5,0.5,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0359,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0360,0.5,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0361,0.5,0.0,0.0,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0362,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0363,0.5,0.5,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0364,0.5,0.0,0.0,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0366,0.0,0.0,0.0,0.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0367,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0368,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0369,0.0,1.0,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0370,1.0,0.0,0.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0371,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0372,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0373,0.0,0.5,0.5,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0374,1.0,1.0,1.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0375,0.5,0.5,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0376,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0377,0.5,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0378,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0379,0.0,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0380,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0381,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0382,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0383,1.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0384,0.0,0.0,0.5,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0386,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0388,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0389,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0390,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0392,1.0,1.0,0.5,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0394,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0395,1.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0396,0.0,0.5,0.0,0.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0397,1.0,1.0,1.0,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0398,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0399,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0400,0.0,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0401,0.5,0.5,0.5,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0402,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0403,0.0,0.0,0.0,0.5,1.0,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0404,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0405,0.0,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0406,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0407,0.0,0.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0408,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0410,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0411,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0413,0.5,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0414,0.0,0.0,0.0,0.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0415,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0417,0.0,0.0,0.0,0.5,0.0,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0418,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0419,0.0,0.0,0.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0420,0.5,0.5,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0421,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0422,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0423,0.5,0.5,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0424,0.5,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0425,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0426,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0428,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0429,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0430,1.0,1.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0431,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0432,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0433,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0434,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0435,0.0,0.0,0.5,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0436,0.5,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0437,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0438,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0439,0.5,0.5,0.5,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0440,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0442,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0443,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0445,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0447,0.0,0.0,0.0,0.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0448,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0451,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0452,1.0,1.0,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0453,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0454,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0455,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0456,1.0,0.5,1.0,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0458,1.0,1.0,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0459,0.0,0.5,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0460,0.5,1.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0461,0.0,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0462,0.5,0.5,0.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0463,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0464,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0466,0.5,0.5,0.5,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0467,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0468,0.5,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0469,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0470,0.5,0.5,0.5,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0471,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0472,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0473,0.0,0.0,0.0,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0474,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0475,0.0,0.0,0.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0476,0.5,0.5,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0477,0.5,0.0,0.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0478,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0480,0.0,0.0,0.0,1.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0482,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0483,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0484,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0485,0.5,0.5,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0487,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0488,0.0,0.0,0.5,0.5,1.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0489,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0490,0.5,0.5,0.0,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0491,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0492,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0493,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0494,0.5,0.5,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0495,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0496,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0497,0.5,0.5,0.5,0.5,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0498,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0499,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0500,0.5,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0501,0.0,0.5,0.5,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0502,0.5,0.5,0.5,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0503,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0504,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0506,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0507,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0508,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0509,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0510,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0511,0.0,1.0,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0512,0.5,0.5,0.5,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0513,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0514,0.0,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0515,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0516,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0517,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0518,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0519,0.0,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0520,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0522,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0523,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0524,1.0,1.0,1.0,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0527,0.0,0.0,0.0,0.5,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0529,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0530,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0533,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0535,1.0,1.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0536,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0537,1.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0538,0.0,0.0,1.0,1.0,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0539,1.0,1.0,1.0,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0540,0.0,0.0,0.0,0.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0541,0.5,1.0,0.5,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0542,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0543,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0544,0.0,0.0,0.0,0.5,0.5,1.0,0.0
