prompt_id,rank,seed,prompt_class,n_tokens,logp_total,logp_per_token,shown_second,verdict,outcome
8vyqdq,4,3320184836,creative,74,-338.6634,-4.576532,0,B,loss
8vyqdq,5,3320184837,creative,201,-693.2505,-3.449007,0,B,loss
8vyqdq,6,3320184838,creative,200,-861.9632,-4.309816,0,B,loss
8vyqdq,7,3320184839,creative,114,-473.628,-4.154632,1,B,win
8x0xa7,0,3320184832,creative,23,-86.9581,-3.780786,1,B,win
8x0xa7,1,3320184833,creative,0,0.0,0.0,0,B,loss
8x0xa7,2,3320184834,creative,52,-214.6623,-4.128121,0,Tie,tie
8x0xa7,3,3320184835,creative,30,-125.276,-4.175865,0,Tie,tie
8x0xa7,4,3320184836,creative,0,0.0,0.0,1,B,win
8x0xa7,5,3320184837,creative,23,-92.7901,-4.034353,0,B,loss
8x0xa7,6,3320184838,creative,36,-115.1074,-3.197428,1,B,win
8x0xa7,7,3320184839,creative,0,0.0,0.0,0,B,loss
8x86s0,0,3320184832,creative,119,-449.5994,-3.778146,1,A,loss
8x86s0,1,3320184833,creative,84,-298.8976,-3.558305,0,A,win
8x86s0,2,3320184834,creative,55,-68.7192,-1.249439,0,B,loss
8x86s0,3,3320184835,creative,81,-337.5688,-4.167516,1,A,loss
8x86s0,4,3320184836,creative,52,-197.7576,-3.80303,0,B,loss
8x86s0,5,3320184837,creative,39,-77.3871,-1.984283,1,A,loss
8x86s0,6,3320184838,creative,202,-832.9327,-4.123429,1,A,loss
8x86s0,7,3320184839,creative,94,-369.5285,-3.931154,0,B,loss
8y8wrr,0,3320184832,creative,40,-235.0811,-5.877028,0,Tie,tie
8y8wrr,1,3320184833,creative,44,-202.3972,-4.599936,0,B,loss
8y8wrr,2,3320184834,creative,38,-67.9836,-1.789041,1,Tie,tie
8y8wrr,3,3320184835,creative,126,-215.4997,-1.710315,0,B,loss
8y8wrr,4,3320184836,creative,22,-122.7248,-5.578401,0,B,loss
8y8wrr,5,3320184837,creative,106,-486.6418,-4.59096,1,A,loss
8y8wrr,6,3320184838,creative,25,-169.6435,-6.785739,0,B,loss
8y8wrr,7,3320184839,creative,25,-122.2803,-4.891211,0,B,loss
8z1sq1,0,3320184832,creative,21,-80.1587,-3.817079,1,Tie,tie
8z1sq1,1,3320184833,creative,0,0.0,0.0,1,B,win
8z1sq1,2,3320184834,creative,12,-54.3875,-4.53229,1,Tie,tie
8z1sq1,3,3320184835,creative,163,-610.0588,-3.742692,1,Tie,tie
8z1sq1,4,3320184836,creative,200,-809.4875,-4.047438,1,B,win
8z1sq1,5,3320184837,creative,203,-808.7315,-3.983899,1,B,win
8z1sq1,6,3320184838,creative,11,-20.3331,-1.848464,0,Tie,tie
8z1sq1,7,3320184839,creative,99,-358.7586,-3.623824,0,B,loss
9470fc,0,3320184832,creative,104,-387.0767,-3.721891,0,Tie,tie
9470fc,1,3320184833,creative,65,-305.7787,-4.704287,0,A,win
9470fc,2,3320184834,creative,3,-10.2786,-3.426189,0,B,loss
9470fc,3,3320184835,creative,3,-10.2786,-3.426189,1,B,win
9470fc,4,3320184836,creative,203,-522.3557,-2.573181,1,B,win
9470fc,5,3320184837,creative,77,-291.6719,-3.787947,1,B,win
9470fc,6,3320184838,creative,3,-10.2786,-3.426189,1,B,win
9470fc,7,3320184839,creative,48,-107.0557,-2.230326,0,Tie,tie
96myl6,0,3320184832,creative,77,-429.7224,-5.580811,1,A,loss
96myl6,1,3320184833,creative,57,-234.2233,-4.10918,0,B,loss
96myl6,2,3320184834,creative,52,-176.2089,-3.388633,0,B,loss
96myl6,3,3320184835,creative,200,-947.9237,-4.739619,0,B,loss
96myl6,4,3320184836,creative,1,-2.5864,-2.586369,1,A,loss
96myl6,5,3320184837,creative,82,-424.0321,-5.171123,0,B,loss
96myl6,6,3320184838,creative,160,-399.278,-2.495488,0,B,loss
96myl6,7,3320184839,creative,201,-727.8121,-3.620956,0,B,loss
96xnw9,0,3320184832,creative,6,-6.7329,-1.122156,1,B,win
96xnw9,1,3320184833,creative,206,-750.3676,-3.642561,0,B,loss
96xnw9,2,3320184834,creative,6,-6.7329,-1.122156,0,B,loss
96xnw9,3,3320184835,creative,40,-124.5528,-3.113821,1,B,win
96xnw9,4,3320184836,creative,6,-6.7329,-1.122156,0,B,loss
96xnw9,5,3320184837,creative,100,-379.3425,-3.793425,1,B,win
96xnw9,6,3320184838,creative,6,-6.7329,-1.122156,1,B,win
96xnw9,7,3320184839,creative,6,-6.7329,-1.122156,1,B,win
99kk88,0,3320184832,creative,63,-210.83,-3.346508,0,B,loss
99kk88,1,3320184833,creative,163,-373.5771,-2.291884,1,B,win
99kk88,2,3320184834,creative,204,-732.2604,-3.589512,0,B,loss
99kk88,3,3320184835,creative,204,-699.3569,-3.42822,0,B,loss
99kk88,4,3320184836,creative,204,-733.1666,-3.593954,1,B,win
99kk88,5,3320184837,creative,47,-192.4525,-4.094733,0,A,win
99kk88,6,3320184838,creative,127,-509.2886,-4.010146,0,B,loss
99kk88,7,3320184839,creative,57,-192.1571,-3.371178,0,A,win
9edjv0,0,3320184832,creative,200,-1030.8326,-5.154163,1,A,loss
9edjv0,1,3320184833,creative,72,-165.2656,-2.295355,0,A,win
9edjv0,2,3320184834,creative,71,-266.6888,-3.75618,1,B,win
9edjv0,3,3320184835,creative,1,-0.7947,-0.794742,1,A,loss
9edjv0,4,3320184836,creative,65,-276.9457,-4.260704,0,B,loss
9edjv0,5,3320184837,creative,13,-58.0735,-4.467191,0,B,loss
9edjv0,6,3320184838,creative,17,-66.4365,-3.908032,1,A,loss
9edjv0,7,3320184839,creative,201,-940.7029,-4.680114,1,A,loss
9f7www,0,3320184832,creative,107,-252.3255,-2.358182,0,B,loss
9f7www,1,3320184833,creative,132,-361.6214,-2.739556,1,B,win
9f7www,2,3320184834,creative,21,-107.3657,-5.112654,0,B,loss
9f7www,3,3320184835,creative,134,-540.7516,-4.03546,1,B,win
9f7www,4,3320184836,creative,35,-58.942,-1.684058,1,B,win
9f7www,5,3320184837,creative,201,-782.2031,-3.891558,1,B,win
9f7www,6,3320184838,creative,36,-57.939,-1.609415,0,B,loss
9f7www,7,3320184839,creative,100,-258.4736,-2.584736,0,A,win
9g2cbq,0,3320184832,creative,29,-87.0227,-3.000784,0,B,loss
9g2cbq,1,3320184833,creative,178,-621.8604,-3.493598,0,B,loss
9g2cbq,2,3320184834,creative,202,-631.9076,-3.128255,0,B,loss
9g2cbq,3,3320184835,creative,2,-1.3353,-0.667638,0,B,loss
9g2cbq,4,3320184836,creative,2,-1.3353,-0.667638,1,B,win
9g2cbq,5,3320184837,creative,2,-1.3353,-0.667638,0,B,loss
9g2cbq,6,3320184838,creative,2,-1.3353,-0.667638,0,B,loss
9g2cbq,7,3320184839,creative,202,-722.733,-3.577886,0,B,loss
9ki47u,0,3320184832,creative,52,-232.7797,-4.476532,0,A,win
9ki47u,1,3320184833,creative,96,-442.8397,-4.612913,0,A,win
9ki47u,2,3320184834,creative,205,-813.093,-3.966307,1,B,win
9ki47u,3,3320184835,creative,69,-119.2738,-1.728606,1,B,win
9ki47u,4,3320184836,creative,141,-154.8147,-1.097976,0,A,win
9ki47u,5,3320184837,creative,193,-322.495,-1.670959,0,B,loss
9ki47u,6,3320184838,creative,205,-465.3322,-2.269913,1,B,win
9ki47u,7,3320184839,creative,143,-446.196,-3.120252,1,Tie,tie
9l0dam,0,3320184832,creative,39,-110.7439,-2.839588,1,A,loss
9l0dam,1,3320184833,creative,66,-258.1106,-3.910767,1,A,loss
9l0dam,2,3320184834,creative,90,-371.1555,-4.123951,1,B,win
9l0dam,3,3320184835,creative,28,-121.569,-4.341751,0,B,loss
9l0dam,4,3320184836,creative,204,-1145.4268,-5.614837,1,B,win
9l0dam,5,3320184837,creative,36,-106.5841,-2.960669,0,B,loss
9l0dam,6,3320184838,creative,51,-284.5719,-5.579841,1,A,loss
9l0dam,7,3320184839,creative,204,-830.1458,-4.069342,0,B,loss
9neuk8,0,3320184832,creative,174,-818.9028,-4.706338,0,B,loss
9neuk8,1,3320184833,creative,130,-494.0396,-3.800304,1,B,win
9neuk8,2,3320184834,creative,131,-701.8458,-5.357601,1,B,win
9neuk8,3,3320184835,creative,34,-166.7174,-4.903452,1,Tie,tie
9neuk8,4,3320184836,creative,195,-669.1078,-3.431322,0,B,loss
9neuk8,5,3320184837,creative,127,-387.2724,-3.049389,1,Tie,tie
9neuk8,6,3320184838,creative,202,-866.5115,-4.289661,1,A,loss
9neuk8,7,3320184839,creative,66,-179.147,-2.714349,1,B,win
9qn4tw,0,3320184832,creative,194,-792.7748,-4.086468,1,B,win
9qn4tw,1,3320184833,creative,106,-434.865,-4.1025,1,A,loss
9qn4tw,2,3320184834,creative,200,-828.8621,-4.14431,0,B,loss
9qn4tw,3,3320184835,creative,201,-876.9709,-4.36304,1,A,loss
9qn4tw,4,3320184836,creative,1,-1.4683,-1.468335,0,B,loss
9qn4tw,5,3320184837,creative,170,-794.5026,-4.673544,1,B,win
9qn4tw,6,3320184838,creative,39,-150.0564,-3.847599,1,A,loss
9qn4tw,7,3320184839,creative,182,-718.064,-3.945406,0,B,loss
a318ye,0,3320184832,creative,60,-202.2013,-3.370022,1,B,win
a318ye,1,3320184833,creative,204,-516.8274,-2.533468,0,B,loss
a318ye,2,3320184834,creative,164,-782.9937,-4.774352,1,Tie,tie
a318ye,3,3320184835,creative,204,-807.9836,-3.960704,0,B,loss
a318ye,4,3320184836,creative,204,-916.3177,-4.491754,1,Tie,tie
a318ye,5,3320184837,creative,66,-275.6045,-4.175826,1,Tie,tie
a318ye,6,3320184838,creative,56,-119.7035,-2.137562,0,B,loss
a318ye,7,3320184839,creative,156,-352.3166,-2.25844,0,B,loss
a3pdwk,0,3320184832,creative,27,-133.5678,-4.946957,1,B,win
a3pdwk,1,3320184833,creative,18,-96.0372,-5.335398,1,A,loss
a3pdwk,2,3320184834,creative,130,-585.25,-4.501923,1,A,loss
a3pdwk,3,3320184835,creative,2,-4.0838,-2.041885,0,B,loss
a3pdwk,4,3320184836,creative,35,-131.3839,-3.753825,0,B,loss
a3pdwk,5,3320184837,creative,202,-803.6387,-3.97841,1,B,win
a3pdwk,6,3320184838,creative,202,-993.7754,-4.91968,1,A,loss
a3pdwk,7,3320184839,creative,66,-185.8034,-2.815202,0,B,loss
acjzv0,0,3320184832,creative,201,-959.608,-4.774169,0,B,loss
acjzv0,1,3320184833,creative,202,-899.3674,-4.452314,0,B,loss
acjzv0,2,3320184834,creative,72,-301.7662,-4.191198,1,A,loss
acjzv0,3,3320184835,creative,128,-487.0275,-3.804903,0,B,loss
acjzv0,4,3320184836,creative,123,-493.0873,-4.00884,1,A,loss
acjzv0,5,3320184837,creative,202,-980.7958,-4.855425,1,A,loss
acjzv0,6,3320184838,creative,202,-852.0986,-4.21831,0,B,loss
acjzv0,7,3320184839,creative,202,-677.5349,-3.354133,0,A,win
afc9c4,0,3320184832,creative,204,-694.5953,-3.404879,0,B,loss
afc9c4,1,3320184833,creative,204,-604.9349,-2.965367,1,B,win
afc9c4,2,3320184834,creative,103,-209.4247,-2.03325,1,B,win
afc9c4,3,3320184835,creative,64,-56.4711,-0.882361,0,A,win
afc9c4,4,3320184836,creative,204,-652.8901,-3.200442,0,B,loss
afc9c4,5,3320184837,creative,90,-296.4482,-3.293869,1,B,win
afc9c4,6,3320184838,creative,119,-443.6948,-3.728528,1,B,win
afc9c4,7,3320184839,creative,202,-805.5087,-3.987667,0,B,loss
aowr4t,0,3320184832,creative,97,-426.6224,-4.398169,1,A,loss
aowr4t,1,3320184833,creative,2,-2.2091,-1.104539,0,B,loss
aowr4t,2,3320184834,creative,96,-364.5651,-3.797553,1,A,loss
aowr4t,3,3320184835,creative,129,-652.6169,-5.059046,1,A,loss
aowr4t,4,3320184836,creative,11,-32.4569,-2.950624,1,A,loss
aowr4t,5,3320184837,creative,202,-727.9728,-3.603826,1,B,win
aowr4t,6,3320184838,creative,183,-500.8555,-2.736915,0,A,win
aowr4t,7,3320184839,creative,202,-447.2155,-2.213938,0,A,win
ar7nm2,0,3320184832,creative,190,-646.2233,-3.401175,1,B,win
ar7nm2,1,3320184833,creative,84,-258.6241,-3.078859,1,A,loss
ar7nm2,2,3320184834,creative,3,-10.1316,-3.377194,1,A,loss
ar7nm2,3,3320184835,creative,26,-98.5042,-3.788621,1,A,loss
ar7nm2,4,3320184836,creative,3,-10.1316,-3.377194,0,B,loss
ar7nm2,5,3320184837,creative,3,-10.1316,-3.377194,1,A,loss
ar7nm2,6,3320184838,creative,69,-197.7989,-2.86665,1,A,loss
ar7nm2,7,3320184839,creative,189,-848.9639,-4.491872,1,A,loss
auig0m,0,3320184832,creative,106,-569.5941,-5.373529,1,B,win
auig0m,1,3320184833,creative,82,-356.9966,-4.353617,1,B,win
auig0m,2,3320184834,creative,88,-387.0169,-4.397919,0,B,loss
auig0m,3,3320184835,creative,2,-4.078,-2.038992,0,B,loss
auig0m,4,3320184836,creative,169,-798.3586,-4.724016,1,B,win
auig0m,5,3320184837,creative,189,-853.8474,-4.517711,0,B,loss
auig0m,6,3320184838,creative,202,-853.9341,-4.227396,0,B,loss
auig0m,7,3320184839,creative,2,-4.078,-2.038992,1,B,win
b4yx63,0,3320184832,creative,201,-626.1866,-3.115356,1,B,win
b4yx63,1,3320184833,creative,3,-4.8321,-1.610693,1,A,loss
b4yx63,2,3320184834,creative,203,-727.8652,-3.585543,1,B,win
b4yx63,3,3320184835,creative,138,-722.9585,-5.23883,0,B,loss
b4yx63,4,3320184836,creative,139,-577.0653,-4.151549,1,B,win
b4yx63,5,3320184837,creative,175,-732.6614,-4.186637,1,A,loss
b4yx63,6,3320184838,creative,203,-762.0979,-3.754177,1,A,loss
b4yx63,7,3320184839,creative,145,-572.9187,-3.951163,1,B,win
b87jl7,0,3320184832,creative,203,-829.1509,-4.084487,0,A,win
b87jl7,1,3320184833,creative,55,-282.7443,-5.140805,0,B,loss
b87jl7,2,3320184834,creative,89,-487.2047,-5.47421,1,A,loss
b87jl7,3,3320184835,creative,201,-839.4458,-4.176347,1,B,win
b87jl7,4,3320184836,creative,19,-90.6559,-4.771361,1,A,loss
b87jl7,5,3320184837,creative,202,-862.5503,-4.270051,1,A,loss
b87jl7,6,3320184838,creative,203,-808.5498,-3.983004,1,B,win
b87jl7,7,3320184839,creative,39,-149.5562,-3.834775,1,A,loss
b9uzz1,0,3320184832,creative,2,-2.1837,-1.091834,0,B,loss
b9uzz1,1,3320184833,creative,25,-109.5288,-4.381151,1,B,win
b9uzz1,2,3320184834,creative,89,-259.6285,-2.917175,1,B,win
b9uzz1,3,3320184835,creative,10,-51.9565,-5.195651,0,B,loss
b9uzz1,4,3320184836,creative,98,-434.1035,-4.429627,1,B,win
b9uzz1,5,3320184837,creative,115,-428.0071,-3.721801,0,B,loss
b9uzz1,6,3320184838,creative,202,-888.3392,-4.397719,1,B,win
b9uzz1,7,3320184839,creative,20,-77.3774,-3.868869,1,A,loss
bhyplf,0,3320184832,creative,89,-363.9582,-4.089418,0,A,win
bhyplf,1,3320184833,creative,65,-260.2977,-4.00458,1,B,win
bhyplf,2,3320184834,creative,3,-5.5724,-1.857462,0,B,loss
bhyplf,3,3320184835,creative,3,-5.5724,-1.857462,0,B,loss
bhyplf,4,3320184836,creative,144,-614.8383,-4.26971,0,B,loss
bhyplf,5,3320184837,creative,38,-101.2897,-2.665519,1,B,win
bhyplf,6,3320184838,creative,3,-5.5724,-1.857462,1,Tie,tie
bhyplf,7,3320184839,creative,3,-5.5724,-1.857462,1,Tie,tie
bk7lic,0,3320184832,creative,200,-769.3268,-3.846634,1,A,loss
bk7lic,1,3320184833,creative,163,-844.1564,-5.178874,0,B,loss
bk7lic,2,3320184834,creative,200,-772.8314,-3.864157,1,A,loss
bk7lic,3,3320184835,creative,200,-721.8397,-3.609198,1,A,loss
bk7lic,4,3320184836,creative,12,-50.6595,-4.221626,1,A,loss
bk7lic,5,3320184837,creative,0,0.0,0.0,0,B,loss
bk7lic,6,3320184838,creative,120,-597.4216,-4.978514,1,A,loss
bk7lic,7,3320184839,creative,0,0.0,0.0,0,B,loss
ciifmd,0,3320184832,creative,127,-602.3708,-4.743077,0,B,loss
ciifmd,1,3320184833,creative,49,-138.6591,-2.829778,0,A,win
ciifmd,2,3320184834,creative,102,-460.7156,-4.516819,1,B,win
ciifmd,3,3320184835,creative,203,-908.7799,-4.476748,0,B,loss
ciifmd,4,3320184836,creative,3,-2.7613,-0.920441,0,B,loss
ciifmd,5,3320184837,creative,203,-754.6477,-3.717476,1,B,win
ciifmd,6,3320184838,creative,45,-201.1482,-4.46996,0,B,loss
ciifmd,7,3320184839,creative,36,-176.2009,-4.894469,1,A,loss
ck6twx,0,3320184832,creative,177,-516.6628,-2.918999,1,Tie,tie
ck6twx,1,3320184833,creative,201,-774.5785,-3.853624,1,Tie,tie
ck6twx,2,3320184834,creative,201,-760.3251,-3.782712,0,Tie,tie
ck6twx,3,3320184835,creative,10,-56.1937,-5.619373,1,Tie,tie
ck6twx,4,3320184836,creative,201,-688.5488,-3.425616,1,B,win
ck6twx,5,3320184837,creative,61,-244.1424,-4.002335,0,A,win
ck6twx,6,3320184838,creative,176,-627.1331,-3.563256,0,Tie,tie
ck6twx,7,3320184839,creative,200,-827.3732,-4.136866,0,A,win
cpxk2b,0,3320184832,creative,201,-771.8427,-3.840013,1,B,win
cpxk2b,1,3320184833,creative,186,-734.9012,-3.951082,0,B,loss
cpxk2b,2,3320184834,creative,115,-492.5602,-4.283132,1,A,loss
cpxk2b,3,3320184835,creative,189,-1138.2312,-6.022387,1,B,win
cpxk2b,4,3320184836,creative,97,-392.2206,-4.043511,0,B,loss
cpxk2b,5,3320184837,creative,201,-678.8889,-3.377557,1,B,win
cpxk2b,6,3320184838,creative,201,-770.0098,-3.830895,1,B,win
cpxk2b,7,3320184839,creative,1,-2.3882,-2.388226,1,B,win
dqn4sj,0,3320184832,creative,202,-101.6714,-0.503324,0,B,loss
dqn4sj,1,3320184833,creative,202,-753.5386,-3.730389,0,B,loss
dqn4sj,2,3320184834,creative,26,-97.1394,-3.73613,1,Tie,tie
dqn4sj,3,3320184835,creative,128,-159.5226,-1.246271,1,Tie,tie
dqn4sj,4,3320184836,creative,168,-664.1042,-3.953001,1,B,win
dqn4sj,5,3320184837,creative,126,-501.2681,-3.978318,0,B,loss
dqn4sj,6,3320184838,creative,10,-52.2136,-5.221361,0,B,loss
dqn4sj,7,3320184839,creative,30,-128.6003,-4.286676,1,A,loss
eu7ub2,0,3320184832,creative,10,-39.6029,-3.960291,1,B,win
eu7ub2,1,3320184833,creative,68,-311.4309,-4.579867,1,B,win
eu7ub2,2,3320184834,creative,80,-171.667,-2.145838,0,B,loss
eu7ub2,3,3320184835,creative,65,-147.4562,-2.268557,0,B,loss
eu7ub2,4,3320184836,creative,92,-404.7749,-4.399727,0,B,loss
eu7ub2,5,3320184837,creative,201,-899.0846,-4.473058,0,B,loss
eu7ub2,6,3320184838,creative,202,-1051.0349,-5.203143,0,B,loss
eu7ub2,7,3320184839,creative,76,-145.2851,-1.911646,0,B,loss
fact_00003_Fernando da Costa Novaes,0,3320184832,factual,64,-160.7408,-2.511575,0,B,loss
fact_00003_Fernando da Costa Novaes,1,3320184833,factual,10,-34.8799,-3.487987,1,B,win
fact_00003_Fernando da Costa Novaes,2,3320184834,factual,200,-765.9659,-3.82983,1,Tie,tie
fact_00003_Fernando da Costa Novaes,3,3320184835,factual,96,-651.1934,-6.783265,1,Tie,tie
fact_00003_Fernando da Costa Novaes,4,3320184836,factual,200,-467.105,-2.335525,0,B,loss
fact_00003_Fernando da Costa Novaes,5,3320184837,factual,165,-644.4166,-3.905555,0,A,win
fact_00003_Fernando da Costa Novaes,6,3320184838,factual,52,-160.8648,-3.093555,0,A,win
fact_00003_Fernando da Costa Novaes,7,3320184839,factual,55,-172.4811,-3.13602,1,B,win
fact_00006_David Galloway (writer),0,3320184832,factual,69,-269.0934,-3.899905,0,B,loss
fact_00006_David Galloway (writer),1,3320184833,factual,61,-188.8057,-3.095176,1,B,win
fact_00006_David Galloway (writer),2,3320184834,factual,16,-48.3939,-3.024621,1,A,loss
fact_00006_David Galloway (writer),3,3320184835,factual,70,-212.9179,-3.041684,0,B,loss
fact_00006_David Galloway (writer),4,3320184836,factual,200,-404.0549,-2.020275,0,B,loss
fact_00006_David Galloway (writer),5,3320184837,factual,200,-574.0521,-2.870261,0,B,loss
fact_00006_David Galloway (writer),6,3320184838,factual,86,-293.3145,-3.410633,0,B,loss
fact_00006_David Galloway (writer),7,3320184839,factual,151,-480.9365,-3.18501,1,B,win
fact_00007_Cheyenne Brando,0,3320184832,factual,15,-25.0751,-1.671671,0,B,loss
fact_00007_Cheyenne Brando,1,3320184833,factual,95,-356.9942,-3.757834,0,Tie,tie
fact_00007_Cheyenne Brando,2,3320184834,factual,72,-228.5857,-3.174802,1,B,win
fact_00007_Cheyenne Brando,3,3320184835,factual,28,-59.1818,-2.113636,1,B,win
fact_00007_Cheyenne Brando,4,3320184836,factual,201,-999.1896,-4.971093,0,Tie,tie
fact_00007_Cheyenne Brando,5,3320184837,factual,20,-39.2809,-1.964047,1,B,win
fact_00007_Cheyenne Brando,6,3320184838,factual,28,-86.8957,-3.103416,0,B,loss
fact_00007_Cheyenne Brando,7,3320184839,factual,69,-201.401,-2.918856,0,B,loss
fact_00012_Braulio Lara,0,3320184832,factual,40,-123.1732,-3.07933,0,B,loss
fact_00012_Braulio Lara,1,3320184833,factual,18,-75.2257,-4.179204,1,A,loss
fact_00012_Braulio Lara,2,3320184834,factual,16,-45.2168,-2.826049,1,A,loss
fact_00012_Braulio Lara,3,3320184835,factual,44,-217.5905,-4.945238,0,B,loss
fact_00012_Braulio Lara,4,3320184836,factual,40,-144.5893,-3.614734,0,B,loss
fact_00012_Braulio Lara,5,3320184837,factual,200,-661.7095,-3.308547,1,A,loss
fact_00012_Braulio Lara,6,3320184838,factual,141,-337.7538,-2.395417,1,A,loss
fact_00012_Braulio Lara,7,3320184839,factual,21,-70.4805,-3.356216,0,B,loss
fact_00015_Amr Shabana,0,3320184832,factual,84,-442.179,-5.264036,1,A,loss
fact_00015_Amr Shabana,1,3320184833,factual,80,-257.7639,-3.222049,1,A,loss
fact_00015_Amr Shabana,2,3320184834,factual,14,-63.7567,-4.554047,0,B,loss
fact_00015_Amr Shabana,3,3320184835,factual,200,-525.3782,-2.626891,1,A,loss
fact_00015_Amr Shabana,4,3320184836,factual,46,-219.3545,-4.768575,1,B,win
fact_00015_Amr Shabana,5,3320184837,factual,28,-95.2552,-3.401973,1,A,loss
fact_00015_Amr Shabana,6,3320184838,factual,43,-112.3886,-2.613689,0,B,loss
fact_00015_Amr Shabana,7,3320184839,factual,37,-133.1024,-3.597361,0,B,loss
fact_00017_Abdulqawi Yusuf,0,3320184832,factual,13,-50.011,-3.847001,1,B,win
fact_00017_Abdulqawi Yusuf,1,3320184833,factual,15,-51.8415,-3.456102,0,B,loss
fact_00017_Abdulqawi Yusuf,2,3320184834,factual,200,-758.9871,-3.794935,0,B,loss
fact_00017_Abdulqawi Yusuf,3,3320184835,factual,14,-43.9368,-3.138344,0,B,loss
fact_00017_Abdulqawi Yusuf,4,3320184836,factual,18,-32.0441,-1.780225,0,B,loss
fact_00017_Abdulqawi Yusuf,5,3320184837,factual,20,-69.2736,-3.463679,1,A,loss
fact_00017_Abdulqawi Yusuf,6,3320184838,factual,200,-876.2749,-4.381375,0,B,loss
fact_00017_Abdulqawi Yusuf,7,3320184839,factual,35,-108.0135,-3.086101,0,B,loss
fact_00025_Carlos P. Romulo,0,3320184832,factual,27,-130.6716,-4.839688,0,Tie,tie
fact_00025_Carlos P. Romulo,1,3320184833,factual,199,-743.789,-3.737633,1,B,win
fact_00025_Carlos P. Romulo,2,3320184834,factual,131,-508.7921,-3.883909,0,A,win
fact_00025_Carlos P. Romulo,3,3320184835,factual,200,-737.3231,-3.686616,0,B,loss
fact_00025_Carlos P. Romulo,4,3320184836,factual,24,-109.6114,-4.567143,0,Tie,tie
fact_00025_Carlos P. Romulo,5,3320184837,factual,61,-181.2394,-2.971138,0,A,win
fact_00025_Carlos P. Romulo,6,3320184838,factual,56,-218.9775,-3.910313,1,B,win
fact_00025_Carlos P. Romulo,7,3320184839,factual,152,-615.8252,-4.051482,0,Tie,tie
fact_00027_Arthur Ewert,0,3320184832,factual,46,-214.8947,-4.671623,0,B,loss
fact_00027_Arthur Ewert,1,3320184833,factual,42,-122.9314,-2.926938,0,B,loss
fact_00027_Arthur Ewert,2,3320184834,factual,110,-400.9452,-3.644956,1,B,win
fact_00027_Arthur Ewert,3,3320184835,factual,200,-818.3517,-4.091759,0,A,win
fact_00027_Arthur Ewert,4,3320184836,factual,200,-574.583,-2.872915,0,A,win
fact_00027_Arthur Ewert,5,3320184837,factual,84,-187.4337,-2.231353,1,B,win
fact_00027_Arthur Ewert,6,3320184838,factual,166,-522.3315,-3.146575,1,B,win
fact_00027_Arthur Ewert,7,3320184839,factual,198,-752.8635,-3.802341,1,Tie,tie
fact_00032_Flavio Méndez Santiago,0,3320184832,factual,20,-42.4766,-2.123828,1,A,loss
fact_00032_Flavio Méndez Santiago,1,3320184833,factual,32,-60.0018,-1.875055,1,A,loss
fact_00032_Flavio Méndez Santiago,2,3320184834,factual,25,-81.3811,-3.255243,0,A,win
fact_00032_Flavio Méndez Santiago,3,3320184835,factual,66,-330.3864,-5.005854,0,A,win
fact_00032_Flavio Méndez Santiago,4,3320184836,factual,48,-216.7222,-4.515046,0,A,win
fact_00032_Flavio Méndez Santiago,5,3320184837,factual,53,-122.6454,-2.314064,1,A,loss
fact_00032_Flavio Méndez Santiago,6,3320184838,factual,8,-23.4907,-2.93634,1,A,loss
fact_00032_Flavio Méndez Santiago,7,3320184839,factual,156,-484.673,-3.106878,0,A,win
fact_00039_Chris Duffield,0,3320184832,factual,51,-265.1266,-5.19856,1,B,win
fact_00039_Chris Duffield,1,3320184833,factual,200,-280.4181,-1.40209,1,B,win
fact_00039_Chris Duffield,2,3320184834,factual,48,-174.7246,-3.640096,1,A,loss
fact_00039_Chris Duffield,3,3320184835,factual,36,-106.6224,-2.961732,1,A,loss
fact_00039_Chris Duffield,4,3320184836,factual,200,-672.1505,-3.360753,1,A,loss
fact_00039_Chris Duffield,5,3320184837,factual,177,-584.6962,-3.303368,0,B,loss
fact_00039_Chris Duffield,6,3320184838,factual,35,-87.0088,-2.485966,0,Tie,tie
fact_00039_Chris Duffield,7,3320184839,factual,200,-686.0212,-3.430106,1,A,loss
fact_00040_Daniil Medvedev,0,3320184832,factual,42,-188.2994,-4.48332,0,B,loss
fact_00040_Daniil Medvedev,1,3320184833,factual,42,-99.7608,-2.375256,0,B,loss
fact_00040_Daniil Medvedev,2,3320184834,factual,200,-691.2604,-3.456302,0,B,loss
fact_00040_Daniil Medvedev,3,3320184835,factual,200,-771.7363,-3.858681,1,A,loss
fact_00040_Daniil Medvedev,4,3320184836,factual,200,-523.3209,-2.616605,0,B,loss
fact_00040_Daniil Medvedev,5,3320184837,factual,34,-102.0717,-3.002108,1,B,win
fact_00040_Daniil Medvedev,6,3320184838,factual,200,-658.0334,-3.290167,0,B,loss
fact_00040_Daniil Medvedev,7,3320184839,factual,7,-42.5839,-6.083409,0,B,loss
fact_00043_Alexander Vovin,0,3320184832,factual,13,-35.0932,-2.69948,0,B,loss
fact_00043_Alexander Vovin,1,3320184833,factual,97,-204.3657,-2.106862,1,B,win
fact_00043_Alexander Vovin,2,3320184834,factual,36,-138.8441,-3.856782,0,B,loss
fact_00043_Alexander Vovin,3,3320184835,factual,18,-70.4235,-3.912415,0,B,loss
fact_00043_Alexander Vovin,4,3320184836,factual,176,-531.242,-3.01842,0,B,loss
