judge,prompt_id,u_n1,u_n2,u_n4,u_n8
Phi-3.5-mini-instruct,alpaca_0357,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0358,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0359,0.5,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0360,1.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0361,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0362,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0363,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0364,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0365,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0366,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0367,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0368,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0369,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0370,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0371,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0372,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0373,0.0,1.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0374,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0375,0.5,0.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0376,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0377,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0378,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0379,0.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0380,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0381,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0382,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0383,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0384,0.0,0.5,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0385,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0386,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0387,0.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0388,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0389,1.0,0.5,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0390,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0391,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0392,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0393,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0394,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0395,0.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0396,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0397,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0398,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0399,0.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0400,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0401,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0402,0.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0403,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0404,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0405,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0406,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0407,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0408,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0409,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0410,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0411,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0412,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0413,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0414,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0415,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0416,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0417,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0418,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0419,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0420,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0421,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0422,0.0,1.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0423,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0424,0.0,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0425,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0426,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0427,0.0,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0428,1.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0429,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0430,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0431,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0432,0.5,1.0,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0433,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0434,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0435,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0436,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0437,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0438,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0439,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0440,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0441,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0442,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0443,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0444,1.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0445,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0446,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0447,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0448,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0449,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0450,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0451,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0452,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0453,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0454,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0455,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0456,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0457,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0458,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0459,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0460,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0461,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0462,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0463,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0464,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0465,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0466,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0467,0.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0468,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0469,0.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0470,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0471,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0472,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0473,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0474,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0475,0.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0476,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0477,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0478,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0479,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0480,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0481,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0482,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0483,1.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0484,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0485,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0486,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0487,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0488,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0489,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0490,1.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0491,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0492,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0493,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0494,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0495,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0496,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0497,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0498,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0499,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0500,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0501,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0502,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0503,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0504,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0505,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0506,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0507,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0508,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0509,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0510,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0511,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0512,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0513,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0514,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0515,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0516,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0517,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0518,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0519,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0520,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0521,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0522,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0523,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0524,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0525,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0526,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0527,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0528,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0529,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0530,0.0,0.0,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0531,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0532,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0533,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0534,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0535,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0536,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0537,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0538,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0539,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0540,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0541,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0542,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0543,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0544,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0545,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0546,0.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0547,1.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0548,0.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0549,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0550,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0551,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0552,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0553,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0554,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0555,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0556,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0557,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0558,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0559,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0560,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0561,0.0,0.5,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0562,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0563,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0564,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0565,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0566,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0567,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0568,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0569,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0570,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0571,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0572,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0573,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0574,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0575,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0576,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0577,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0578,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0579,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0580,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0581,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0582,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0583,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0584,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0585,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0586,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0587,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0588,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0589,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0590,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0591,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0592,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0593,0.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0594,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0595,0.5,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0596,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0597,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0598,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0599,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0600,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0601,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0602,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0603,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0604,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0605,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0606,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0607,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0608,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0609,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0610,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0611,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0612,1.0,0.5,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0613,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0614,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0615,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0616,0.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0617,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0618,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0619,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0620,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0621,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0622,0.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0623,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0624,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0625,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0626,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0627,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,alpaca_0628,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0629,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0630,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0631,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0632,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0633,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0634,0.5,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0635,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0636,1.0,1.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0637,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0638,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0639,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0640,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0641,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0642,0.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0643,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0644,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0645,1.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0646,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0647,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0648,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0649,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0650,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0651,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0652,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0653,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0654,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0655,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0656,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0657,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0658,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0659,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0660,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0661,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0662,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0663,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0664,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0665,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0666,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0667,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0668,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0669,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0670,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0671,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0672,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0673,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0674,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0675,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0676,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0677,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0678,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0679,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0680,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0681,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0682,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0683,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0684,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0685,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0686,0.5,0.5,1.0,0.5
Phi-3.5-mini-instruct,alpaca_0687,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0688,0.5,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0689,0.5,0.0,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0690,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0691,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0692,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0693,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0694,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0695,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,alpaca_0696,0.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0697,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0698,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0699,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0700,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0701,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0702,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0703,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0704,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0705,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,alpaca_0706,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0707,0.5,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0708,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0709,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,alpaca_0710,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,alpaca_0711,1.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,alpaca_0712,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,alpaca_0713,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,alpaca_0714,0.5,0.5,0.5,0.5
