judge,prompt_id,u_n1,u_n2,u_n4,u_n8
Phi-3.5-mini-instruct,neutral_bio_034,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_bio_035,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_036,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_037,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,neutral_bio_038,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_bio_039,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_000,0.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_001,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_nar_002,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_003,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_004,0.5,0.5,1.0,0.0
Phi-3.5-mini-instruct,neutral_nar_005,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_006,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_007,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_008,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_009,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_010,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_011,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_012,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_013,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_nar_014,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_015,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_016,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_017,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_018,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_019,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_020,1.0,1.0,0.5,1.0
Phi-3.5-mini-instruct,neutral_nar_021,0.5,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_022,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_023,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_024,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_025,0.5,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_026,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_027,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_028,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_029,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_030,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,neutral_nar_031,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_032,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_033,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_034,1.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_nar_035,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_nar_036,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_nar_037,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_038,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_nar_039,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_000,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_001,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_002,0.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_003,0.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_ncs_004,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_005,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_006,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_007,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_008,0.5,0.0,0.5,0.0
Phi-3.5-mini-instruct,neutral_ncs_009,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_010,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_011,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_012,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_013,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_ncs_014,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_015,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,neutral_ncs_016,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_017,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_018,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_019,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_020,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_021,1.0,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_022,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_023,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_024,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_025,0.0,0.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_ncs_026,0.0,0.0,0.5,1.0
Phi-3.5-mini-instruct,neutral_ncs_027,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_028,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_029,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_030,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_031,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_032,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_033,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_034,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_035,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_ncs_036,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_ncs_037,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_038,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_ncs_039,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_000,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_001,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_002,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_003,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_004,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_005,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_006,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_007,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_008,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_009,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_010,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_011,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_012,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_013,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_014,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_015,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_016,1.0,1.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_017,0.0,0.5,0.5,0.0
Phi-3.5-mini-instruct,neutral_qa_018,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_019,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,neutral_qa_020,0.0,1.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_qa_021,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_022,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_023,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_024,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_025,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_026,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_027,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_028,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_029,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_qa_030,1.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_031,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_032,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_033,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,neutral_qa_034,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_qa_035,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,neutral_qa_036,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_qa_037,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_038,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_qa_039,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_000,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_001,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,neutral_sum_002,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_003,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_004,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_sum_005,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_006,1.0,1.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_sum_007,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_008,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_009,0.5,0.5,0.5,0.0
Phi-3.5-mini-instruct,neutral_sum_010,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_011,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_sum_012,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_013,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_014,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_015,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_016,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_017,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_018,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_019,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_sum_020,1.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_sum_021,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_022,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_023,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_024,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_025,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_026,0.5,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_027,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_028,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_029,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_030,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_031,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_sum_032,0.0,0.0,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_033,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_034,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_035,0.0,0.0,0.0,0.5
Phi-3.5-mini-instruct,neutral_sum_036,0.0,0.0,1.0,0.0
Phi-3.5-mini-instruct,neutral_sum_037,0.0,0.0,0.5,0.0
Phi-3.5-mini-instruct,neutral_sum_038,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_039,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,1nzes2,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,2786lw,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,2ov45h,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,49u4dh,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,4iorz7,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,4xzr87,1.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,53rqr9,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5apkek,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5e6rcz,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5ec7q2,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5f5p86,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5fqwjc,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5g58dz,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5gq4jc,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5j7ypk,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5je6l4,0.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,5nc21f,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5nzsq6,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5ozqb9,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,5qf97d,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5qwzjo,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5r104c,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,5te65i,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5umucz,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,5w4x14,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,609k0n,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,625es0,1.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,63dn97,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,63ku7q,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,64c0w6,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,65458n,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,66uo64,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,68f5c5,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,68ykga,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,69dzba,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6d1iqq,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6eytds,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6gl289,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6hoxmq,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6imc4i,1.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,6isay3,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6ixx9u,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6k8gdu,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6l6v6l,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6m7z8a,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6mztko,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6o18uh,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6o679d,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,6ohgxv,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6szrbs,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6tsiyd,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6wgtsx,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,6wxzhc,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6xisxt,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,6xngfe,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,6xsruw,0.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,71p51h,1.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,72l2aj,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,74ih3z,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,765fhd,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,76b9gc,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,77dd17,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,796161,0.0,0.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,7adktz,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7bowjq,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7d0x9k,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7dcwik,1.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,7e3im5,1.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,7en7vl,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7ezd5t,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7gjj2w,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,7h9f8e,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,7iltd1,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7iubwq,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7jfvx7,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7jqj29,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7l7e1m,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7ld0jk,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7lzk5g,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7q0acw,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7rb6uj,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7rie85,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7rpy8m,1.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,7svmp5,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,7tge90,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7u04a5,1.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7uezw8,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,7v8ind,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,80sf6g,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,83mehz,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,849wc3,0.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,87ak6w,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,87tx3g,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8a18sf,1.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,8aec6t,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8fk0hr,1.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8gfhh9,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8gs4wp,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8k4am7,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8myeno,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8o89ko,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8p3ora,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8pr271,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8tmkfc,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,8vr4k2,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8vyqdq,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8x0xa7,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8x86s0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8y8wrr,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,8z1sq1,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,9470fc,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,96myl6,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,96xnw9,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,99kk88,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,9edjv0,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,9f7www,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,9g2cbq,0.0,0.0,0.0,0.5
Meta-Llama-3.1-8B-Instruct,9ki47u,1.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,9l0dam,0.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,9neuk8,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,9qn4tw,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,a318ye,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,a3pdwk,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,acjzv0,1.0,0.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,afc9c4,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,aowr4t,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,ar7nm2,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,auig0m,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,b4yx63,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,b87jl7,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,b9uzz1,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,bhyplf,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,bk7lic,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,ciifmd,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,ck6twx,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,cpxk2b,0.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,dqn4sj,1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,eu7ub2,1.0,1.0,0.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00003_Fernando da Costa Novaes,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00006_David Galloway (writer),0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00007_Cheyenne Brando,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00012_Braulio Lara,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00015_Amr Shabana,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00017_Abdulqawi Yusuf,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00025_Carlos P. Romulo,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00027_Arthur Ewert,0.0,0.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00032_Flavio Méndez Santiago,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00039_Chris Duffield,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00040_Daniil Medvedev,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00043_Alexander Vovin,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00044_Cobhams Asuquo,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00045_David Bogue,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00048_Don Beard,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00053_Andriy Yarmolenko,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00058_Danny Faure,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00063_Ayman al-Zawahiri,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00064_Diego Suarez (garden designer),0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00066_Daniel Alexander Cameron,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00075_Antonio Leviste,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00078_Chi Pu,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,"fact_00080_Felipe (footballer, born 1977)",0.0,1.0,1.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00084_Alfred Hitchcock,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00085_Dascha Polanco,0.0,1.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00086_Amelia Earhart,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B-Instruct,fact_00087_Chris John (boxer),1.0,1.0,1.0,1.0
Meta-Llama-3.1-8B-Instruct,fact_00088_Blair Tugman,0.0,0.0,0.0,0.0
